,producto,precio,cantidad,medida
2553,Helado polvito Hacendado sabor a galleta y merengue,2.55,1.0,L
2554,Barra de helado sabor vainilla. chocolate y nata Hacendado,0.99,10.0,L
2555,Barra de helado turron Hacendado,1.99,10.0,L
2556,Tarta helada nata y chocolate Hacendado,1.45,1.0,L
2557,Tarta helada de limon Hacendado,1.45,1.0,L
2558,Obleas para helado Hacendado,0.4,1248.0,g
2559,Tubitos Hacendado,1.53,175.0,g
2560,Tubitos banados chocolate negro Hacendado,1.7,150.0,g
2561,Tulipas banadas Hacendado,2.35,882.0,g
2562,Cubos de hielo,3.25,10.0,kg
2563,Cubos de hielo,0.69,2.0,kg
2564,Hielo cocktail,0.95,2.0,kg
2565,Preparado de paella y sopa Hacendado ultracongelado,4.14,685.0,g
2566,Preparado paella de marisco Hacendado ultracongelado,3.9,510.0,g
2567,Gambon congelado,1.58,150.0,g
2568,Gambon congelado,21.0,2.0,kg
2569,Colas de gambon peladas Hacendado ultracongeladas,5.5,250.0,g
2570,Alistado pequeno congelado,2.3,150.0,g
2571,Alistado pequeno Hacendado congelado,15.3,1.0,kg
2572,Alistado mediano congelado,3.97,150.0,g
2573,Alistado mediano Hacendado congelado,26.5,1.0,kg
2574,Langostino crudo ultracongelado,1.43,150.0,g
2575,Langostino crudo Pescanova ultracongelado,9.25,1.0,kg
2576,Langostino cocido Pescanova ultracongelado,9.75,1.0,kg
2577,Langostinos cocidos Pescanova,17.5,2.0,kg
2578,Gamba arrocera congelada,2.09,150.0,g
2579,Gamba arrocera Hacendado congelada,13.95,1.0,kg
2580,Gamba blanca congelada,2.92,150.0,g
2581,Gamba blanca Hacendado congelada,19.45,1.0,kg
2582,Gamba blanca cocida Hacendado ultracongelada,5.3,350.0,g
2583,Carabinero Hacendado congelado,54.95,500.0,g
2584,Langostino cocido y pelado Pescanova ultracongelado,3.65,200.0,g
2585,Gamba pelada cruda tamano mediano Hacendado ultracongelada,4.5,360.0,g
2586,Langostino crudo y pelado Pescanova ultracongelado,3.25,200.0,g
2587,Cola de langosta Hacendado ultracongelada,21.95,185.0,g
2588,Camaron boreal cocido y pelado Royal Greenland ultracongelado,3.95,200.0,g
2589,Gamba pelada cruda tamano grande Hacendado ultracongelada,5.65,360.0,g
2590,Cigala mediana Hacendado ultracongelada,9.5,500.0,g
2591,Cigala grande Hacendado ultracongelada,11.95,500.0,g
2592,Bogavante americano grande crudo Hacendado congelado,18.15,550.0,g
2593,Cuerpos chicos de cangrejo Dimarosa congelados,2.48,150.0,g
2594,Cuerpos grandes de cangrejo Dimarosa congelados,26.65,410.0,g
2595,Bocas grandes de cangrejo congeladas,47.5,500.0,g
2596,Vieira a la gallega Hacendado ultracongelada,2.25,120.0,g
2597,Buey de mar cocido Hacendado congelado,8.95,600.0,g
2598,Necora cocida Errigal Bay congelada,5.95,500.0,g
2599,Tronquitos de surimi Pescanova ultracongelados,1.99,19200.0,g
2600,Tronquitos de surimi Pescanova ultracongelados,3.85,1200.0,g
2601,Carne de mejillon de Chile cocido Hacendado ultracongelado,2.2,275.0,g
2602,Navaja cruda Hacendado congelada,3.5,450.0,g
2603,Mejillon de Chile entero cocido Hacendado ultracongelado,2.6,450.0,g
2604,Almeja del Pacifico Hacendado congelada,2.85,1.0,kg
2605,Almeja del pacifico Hacendado congelada,1.8,450.0,g
2606,Carne de almeja Hacendado ultracongelada,2.49,200.0,g
2607,Caracoles precocidos Hacendado ultracongelados,2.09,350.0,g
2608,Filetes de panga ultracongelados,4.7,900.0,g
2609,Filetes de merluza del cabo sin piel Hacendado ultracongelados,3.85,580.0,g
2610,Rodaja de emperador Hacendado ultracongelado,3.11,200.0,g
2611,Filetes de bacalao sin espinas Hacendado congelado,4.25,375.0,g
2612,Tubo de pota congelado,1.15,100.0,g
2613,Medallones de merluza del cabo Hacendado ultracongelados,3.5,485.0,g
2614,Sepia limpia congelada,5.5,400.0,g
2615,Filete de salmon rosado salvaje con piel Hacendado ultracongelado,3.18,300.0,g
2616,Rodajas de merluza del cabo Hacendado ultracongeladas,3.95,580.0,g
2617,Rodajas de emperador pequenas Hacendado congeladas,13.65,900.0,g
2618,Sepia limpia troceada Hacendado congelada,3.89,360.0,g
2619,Calamar limpio troceado Hacendado congelado,3.95,475.0,g
2620,Lomos y centros de merluza del cabo Hacendado ultracongelados,3.2,400.0,g
2621,Angurinas de surimi Pescanova ultracongeladas,1.99,260.0,g
2622,Fritura de pescado Hacendado ultracongelada,4.49,600.0,g
2623,Porciones de bacalao sin espinas y sin piel Hacendado congelado,5.98,600.0,g
2624,Rodaja de poton del pacifico cocido Hacendado congelado,4.75,475.0,g
2625,Rodaja de tintorera con piel Hacendado ultracongelada,3.26,750.0,g
2626,Porciones de merluza del cabo Hacendado ultracongeladas,3.8,500.0,g
2627,Sepia limpia pequena Hacendado congelada,3.59,360.0,g
2628,Tacos de bacalao sin espinas Hacendado congelado,3.98,400.0,g
2629,Pescadilla de merluza del cabo sin cabeza Mascato ultracongelada,3.95,1.0,kg
2630,Cola de rape del cabo Hacendado ultracongelada,6.38,400.0,g
2631,Lomo de bacalao sin espinas Hacendado congelado,5.25,390.0,g
2632,Tiras de poton del Pacifico Hacendado congeladas,3.5,400.0,g
2633,Filetes de abadejo de Alaska sin piel Hacendado ultracongelados,4.95,850.0,g
2634,Tinta de sepia Nortindal congelada,1.2,256.0,g
2635,Filetes de merluza del cabo grandes sin piel Hacendado ultracongelados,7.25,970.0,g
2636,Filete de fletan negro Hacendado congelado,2.8,200.0,g
2637,Merluza del cabo sin cabeza Hacendado ultracongelada,3.74,700.0,g
2638,Angurinas de surimi Pescanova ultracongeladas,3.85,520.0,g
2639,Anillas de pota Argentina Hacendado congeladas,4.6,360.0,g
2640,Pulpo crudo grande Hacendado congelado,22.33,4.0,kg
2641,Chipiron puntilla Hacendado congelado,3.75,450.0,g
2642,Pulpo cocido troceado Profand congelado,6.95,285.0,g
2643,Lenguado entero Hacendado ultracongelado,5.9,600.0,g
2644,Lomos de salmon de Noruega sin piel y sin espinas Hacendado congelado,4.65,500.0,g
2645,Migas de bacalao sin espinas y sin piel Hacendado congeladas,2.98,300.0,g
2646,Migas de bacalao dorado con cebolla y patatas paja Hacendado congelado,2.1,240.0,g
2647,Rodajas de rape del cabo sin piel Mascato congeladas,6.75,300.0,g
2648,Filetes de merluza Argentina sin piel Hacendado ultracongelados,5.9,970.0,g
2649,Gallos sin cabeza Hacendado ultracongelado,6.25,600.0,g
2650,Calamar patagonico pequeno Hacendado ultracongelado,8.5,1.0,kg
2651,Rodajas de atun congelado Hacendado,3.53,250.0,g
2652,Colas de rape del cabo Hacendado ultracongeladas,8.95,800.0,g
2653,Carne de Vieira ultracongelada Hacendado,8.5,213.0,g
2654,Pizzas tomate y queso Hacendado ultracongeladas,1.8,570.0,g
2655,Pizza 4 quesos rellena de gorgonzola Hacendado ultracongelada,2.95,540.0,g
2656,Pizza bolonesa Hacendado ultracongelada,2.0,400.0,g
2657,Pizza iberica Hacendado ultracongelada,2.0,380.0,g
2658,Pizza reina con crema de queso fresco Hacendado ultracongelada,1.89,390.0,g
2659,Pizza salmon y gambas Hacendado ultracongelada,2.0,390.0,g
2660,Pizza masa fina 4 quesos Hacendado ultracongelada,2.2,390.0,g
2661,Pizza atun Hacendado ultracongelada,2.0,390.0,g
2662,Pizza Pepperoni barbacoa Hacendado ultracongelada,2.95,540.0,g
2663,Pizza masa fina jamon Hacendado ultracongelada,2.2,400.0,g
2664,Pizza americana rellena de cheddar Hacendado ultracongelada,2.95,540.0,g
2665,Pizza jamon y queso sin gluten y sin lactosa Hacendado ultracongelada,2.99,420.0,g
2666,Pizza 4 quesos sin gluten y sin lactosa Hacendado ultracongelada,2.99,410.0,g
2667,Pizza vegana con rucula y tomate seco Hacendado congelada,2.95,400.0,g
2668,Pizza carbonara rellena de salsa de setas Hacendado ultracongelada,2.95,540.0,g
2669,Pizza Truffata con bacon y trufa Hacendado ultracongelada,2.5,390.0,g
2670,Pizza Tirolesa con speck. champinones y brie Hacendado ultracongelada,2.5,375.0,g
2671,Pizza Melanzane Hacendado congelada,2.2,430.0,g
2672,Pizza masa fina Caprese Hacendado ultracongelada,2.2,390.0,g
2673,Pizza masa fina Barbacoa Hacendado ultracongelada,2.2,390.0,g
2674,Bases de pizza artesanas extrafinas y crujientes Hacendado ultracongeladas,1.75,1260.0,g
2675,Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas,3.5,800.0,g
2676,Nuggets de pollo Hacendado ultracongelados,2.25,500.0,g
2677,Croquetas de cocido Hacendado ultracongeladas,1.4,350.0,g
2678,Delicias de pollo Hacendado ultracongeladas,2.9,500.0,g
2679,San Jacobos empanados de york y queso Tenedor Plata ultracongelados,0.99,1400.0,g
2680,Croquetas de jamon Hacendado ultracongeladas,0.95,500.0,g
2681,Croquetas de pollo Hacendado ultracongeladas,0.95,500.0,g
2682,Relleno para kebab con carne de pollo y ternera Hacendado ultracongelado,1.98,300.0,g
2683,Flamenquin de jamon york Tenedor Plata ultracongelado,1.5,1200.0,g
2684,Nuggets de pavo Hacendado ultracongelados,2.6,400.0,g
2685,Albondigas de carne Tenedor Plata ultracongeladas,1.7,400.0,g
2686,Croquetas caprichos de jamon sin gluten Hacendado ultracongeladas,2.35,350.0,g
2687,Croquetas mini caprichos de jamon Hacendado ultracongeladas,2.0,450.0,g
2688,Samosas de carne Hacendado ultracongeladas,2.4,1620.0,g
2689,Albondigas de bacalao Camos congeladas,1.5,400.0,g
2690,Aritos de surimi a la romana Pescanova ultracongelados,2.19,625.0,g
2691,Merluza empanada pan fino Hacendado ultracongelada,3.25,510.0,g
2692,Filetes de merluza al huevo Hacendado ultracongelados,3.95,600.0,g
2693,Langostino en su nido Vdfoodltd congelado,4.5,300.0,g
2694,Varitas de merluza empanadas Hacendado ultracongeladas,2.7,500.0,g
2695,Empanadillas de atun Hacendado ultracongeladas,1.5,500.0,g
2696,Rabas empanadas Hacendado ultracongeladas,3.55,500.0,g
2697,Mini empanadillas de atun Hacendado ultracongeladas,1.6,500.0,g
2698,Anillas de pota a la romana Hacendado ultracongeladas,3.7,500.0,g
2699,Muslitos de surimi Pescanova ultracongelados,2.15,450.0,g
2700,Palitos de merluza a la romana Hacendado ultracongelados,1.85,500.0,g
2701,Figuritas de merluza empanadas Hacendado ultracongeladas,3.0,500.0,g
2702,Nuggets de merluza Pescanova ultracongelados,1.99,330.0,g
2703,Chipirones enharinados Hacendado ultracongelado,4.15,400.0,g
2704,Langostino caballitos rebozados Hacendado ultracongelados,2.95,300.0,g
2705,Filetes de boqueron en tempura Hacendado ultracongelado,2.95,400.0,g
2706,Croquetas de merluza y gambas Preli ultracongeladas,1.5,350.0,g
2707,Bunuelos de bacalao Fresno ultracongelados,1.75,350.0,g
2708,Tortillitas de camarones Crabss ultracongeladas,2.5,300.0,g
2709,Chanquitos enharinados Pescanova ultracongelados,1.65,185.0,g
2710,Rollitos primavera ultracongelados,1.45,1800.0,g
2711,Croquetas de espinacas Hacendado ultracongeladas,1.5,350.0,g
2712,Aros de cebolla rebozados Hacendado ultracongelados,1.75,300.0,g
2713,Mini rollitos con setas Hacendado ultracongelados,1.5,6000.0,g
2714,Crocanrol de queso curado Hacendado ultracongelado,2.0,300.0,g
2715,Fingers de queso Hacendado ultracongelados,2.2,300.0,g
2716,Tequenos de queso Hacendado ultracongelados,4.0,480.0,g
2717,Tarta carrot cake Hacendado congelada,8.5,7500.0,g
2718,Tarta red velvet Hacendado congelada,9.0,7000.0,g
2719,Tarta duo sabores Hacendado congelada,9.0,13.080000000000002,kg
2720,Tarta bombon crujiente Hacendado congelada,7.0,6400.0,g
2721,Tarta blanca Hacendado congelado,7.0,4640.0,g
2722,Tarta tres chocolates Hacendado congelada,8.0,7040.0,g
2723,Mousse de queso Hacendado congelado,6.5,3120.0,g
2724,Tarta de tiramisu Hacendado congelada,7.0,3000.0,g
2725,Tarta de la abuela Hacendado congelada,7.5,8250.0,g
2726,Tarta de la abuela Hacendado congelada,11.0,36.0,kg
2727,Mousse de limon Hacendado congelado,8.0,7245.0,g
2728,Tarta San Marcos Hacendado congelada,11.0,39.599999999999994,kg
2729,Tarta selva negra Hacendado congelada,11.5,57.0,kg
2730,Brazo de chocolate Hacendado congelado,5.5,4000.0,g
2731,Tarta helada al caramelo Hacendado,4.0,10.0,L
2732,Trenza hojaldre de mantequilla Hacendado congelada,6.5,430.0,g
2733,Trufas de chocolate congeladas,3.3,2448.0,g
2734,Lionesas de nata y trufa Hacendado congeladas,4.0,3500.0,g
2735,Roscon de Reyes relleno con crema congelado,6.0,800.0,g
2736,Roscon de Reyes relleno de preparado a base de nata congelado,8.0,800.0,g
2737,Roscon de Reyes relleno de preparado a base de nata y cacao congelado,8.0,800.0,g
2738,Roscon de Reyes sin relleno congelado,4.0,400.0,g
2739,Roscon de Reyes sin gluten y sin lactosa congelado,7.0,370.0,g
2740,Tronco de Navidad de trufa congelado,5.5,4160.0,g
2741,Tarta corazon relleno de nata y crema de avellana crujiente Hacendado congelado,5.5,320.0,g
2742,Tarta Lo que mas me gusta de ti es...todo lo que te hace ser tan tu Hacendado congelada,7.5,5080.0,g
2743,Tarta Yo no envejezco me hago vintage Hacendado congelada,7.5,5080.0,g
2744,Tarta Reina Hacendado congelada,7.5,5360.0,g
2745,Tarta infantil Spiderman Hacendado congelada,7.5,5080.0,g
2746,Tarta infantil Madagascar Hacendado congelada,7.5,5080.0,g
2747,Tarta infantil Frozen II Hacendado congelada,7.5,5080.0,g
2748,Tarta infantil Peppa Pig Hacendado congelada,7.5,5080.0,g
2749,Tarta infantil Paw Patrol Hacendado congelada,11.0,28.0,kg
2750,Tarta infantil Pjmasks Hacendado congelada,11.0,28.0,kg
2751,Churros Hacendado ultracongelados,0.8,12000.0,g
2752,Porras congeladas Hacendado,1.8,1440.0,g
2753,Pina trozos Hacendado ultracongelados,1.8,300.0,g
2754,Mix de frutos rojos Hacendado ultracongeladas,1.5,300.0,g
2755,Fresas enteras Hacendado ultracongeladas,1.5,300.0,g
2756,Arandanos enteros Hacendado ultracongelados,1.8,300.0,g
2757,Verdura para paella Hacendado ultracongelada,0.75,450.0,g
2758,Ensaladilla Hacendado ultracongelada,0.65,1.0,kg
2759,Garrofon Hacendado ultracongelado,0.95,450.0,g
2760,Garbanzo Hacendado ultracongelado,1.05,450.0,g
2761,Guisante fino Hacendado ultracongelado,1.1,1.0,kg
2762,Judia verde plana Hacendado ultracongelada,1.05,1.0,kg
2763,Cebolla troceada Hacendado ultracongelada,0.8,450.0,g
2764,Judia verde redonda Hacendado ultracongelada,1.05,1.0,kg
2765,Ajo tierno Hacendado ultracongelado,1.85,300.0,g
2766,Alcachofa troceada Hacendado ultracongelada,1.7,400.0,g
2767,Guisante muy tierno Hacendado ultracongelado,0.85,300.0,g
2768,Espinaca en porciones Hacendado ultracongelada,0.75,900.0,g
2769,Menestra de verduras con habas baby Hacendado ultracongelada,1.05,1.0,kg
2770,Relleno fajitas pollo. pimientos y cebolla Hacendado ultracongelado,1.35,300.0,g
2771,Habitas muy tiernas Hacendado ultracongeladas,2.95,300.0,g
2772,Haba fina Hacendado ultracongelada,1.2,450.0,g
2773,Haba baby Hacendado ultracongelada,1.75,450.0,g
2774,Salteado de setas Hacendado ultracongeladas,1.6,450.0,g
2775,Pimiento rojo y verde Hacendado ultracongelado,1.0,450.0,g
2776,Salteado de verduras asadas Hacendado ultracongeladas,1.5,400.0,g
2777,Parrillada de verduras Hacendado ultracongeladas,1.1,400.0,g
2778,Maiz dulce Hacendado ultracongelado,0.95,400.0,g
2779,Espinacas en porciones Hacendado ultracongelada,1.1,1.0,kg
2780,Salteado de gambas. ajetes y esparragos verdes Hacendado ultracongelado,2.4,450.0,g
2781,Brocoli Hacendado ultracongelado,1.2,1.0,kg
2782,Salteado de pollo Hacendado ultracongelado,1.8,450.0,g
2783,Menestra de verdura especial Hacendado ultracongelada,1.9,1.0,kg
2784,Cardo Hacendado ultracongelado,1.55,450.0,g
2785,Salteado de patata y salchicha Hacendado ultracongelado,1.47,450.0,g
2786,Ajo troceado Hacendado ultracongelado,1.1,150.0,g
2787,Alcachofa baby Hacendado ultracongelada,2.65,300.0,g
2788,Pimientos del piquillo rellenos de bacalao Hacendado ultracongelados,1.6,185.0,g
2789,Tempura de verduras Hacendado ultracongelada,1.85,400.0,g
2790,Croquetas de setas Hacendado ultracongeladas,1.5,350.0,g
2791,Pisto de verduras Hacendado ultracongelado,1.69,400.0,g
2792,Zanahoria baby Hacendado ultracongelada,0.85,400.0,g
2793,Espinaca picada en porciones Hacendado ultracongelada,1.19,1.0,kg
2794,Alcachofa corazones Hacendado ultracongelada,2.7,450.0,g
2795,Rollitos primavera ultracongelados,1.45,1800.0,g
2796,Croquetas de espinacas Hacendado ultracongeladas,1.5,350.0,g
2797,Coliflor. brocoli y zanahoria Hacendado ultracongelada,1.85,1.0,kg
2798,Coles de Bruselas Hacendado ultracongeladas,0.85,450.0,g
2799,Coliflor Hacendado ultracongelada,1.29,1.0,kg
2800,Perejil troceado Hacendado ultracongelado,1.1,75.0,g
2801,Edamame soja verde Hacendado ultracongelada,1.6,500.0,g
2802,Acelga en porciones Hacendado ultracongelada,0.75,900.0,g
2803,Aros de cebolla rebozados Hacendado ultracongelados,1.75,300.0,g
2804,Zanahoria rodajas Hacendado ultracongelada,1.05,750.0,g
2805,Pimientos del piquillo relleno de carne Hacendado ultracongelados,1.6,185.0,g
2806,Mini rollitos con setas Hacendado ultracongelados,1.5,6000.0,g
2807,Wok de verduras asiatico Hacendado ultracongelado,2.45,600.0,g
2808,Wakame ensalada de alga marina congelada,1.25,125.0,g
2809,Espinacas a la crema Hacendado ultracongeladas,1.74,450.0,g
2810,Acelga hoja en porciones Hacendado ultracongelada,1.65,1.0,kg
2811,Salteado de verduras Hacendado ultracongelado,1.4,600.0,g
2812,Patatas corte fino Hacendado ultracongeladas,1.05,1.0,kg
2813,Patatas corte grueso Hacendado ultracongeladas,1.72,2.0,kg
2814,Patatas corte grueso Hacendado ultracongeladas,0.95,1.0,kg
2815,Patatas gajo Hacendado ultracongeladas,1.2,750.0,g
2816,Patatas bravas ultracongeladas,1.0,750.0,g
2817,Patatas horno ultracongeladas,1.35,750.0,g
2818,Patatas Dippers ultracongeladas,1.41,500.0,g
2819,Atun en aceite de girasol Hacendado,5.3,585000.0,g
2820,Atun claro en aceite de girasol Hacendado,3.4,360.0,g
2821,Atun claro en aceite de girasol Hacendado,1.8,180.0,g
2822,Atun en aceite de oliva Hacendado,6.45,585000.0,g
2823,Atun claro en aceite de oliva Hacendado,3.95,360.0,g
2824,Atun claro en aceite de oliva Hacendado,2.2,180.0,g
2825,Atun claro en aceite de oliva Hacendado,1.05,9102.0,g
2826,Atun claro bajo en sal Hacendado en aceite de oliva,2.35,180.0,g
2827,Atun claro al natural Hacendado,3.45,360.0,g
2828,Atun claro en escabeche blanco Hacendado,3.85,360.0,g
2829,Atun claro en aceite de oliva Hacendado,2.9,27300.0,g
2830,Atun en salsa de tomate Hacendado,1.55,156.0,g
2831,Ventresca de bonito del norte Hacendado en aceite de oliva,3.5,8991.0,g
2832,Migas de bonito del norte en aceite de oliva Hacendado,1.9,156.0,g
2833,Bonito del norte en aceite de oliva Hacendado,2.28,146.0,g
2834,Filetes de bonito del norte en aceite de oliva Hacendado,5.9,112000.0,g
2835,Bonito del norte en escabeche Hacendado,3.0,26600.0,g
2836,Bonito del norte en escabeche Hacendado,11.0,725.0,g
2837,Bonito del norte en aceite de oliva La reina de Espana,1.55,8030.0,g
2838,Filetes de caballa del sur en aceite de oliva Hacendado,1.5,130.0,g
2839,Filetes de caballa del sur en aceite de girasol Hacendado,1.35,130.0,g
2840,Filetes de caballa del sur en tomate Hacendado,1.4,130.0,g
2841,Filetes de caballa del sur en escabeche Hacendado,1.58,130.0,g
2842,Filetes de caballa del sur bajo contenido en sal Hacendado en aceite de oliva,1.8,130.0,g
2843,Filetes de melva en aceite de oliva Hacendado,1.65,9600.0,g
2844,Filetes de melva en aceite de girasol Hacendado,2.3,130.0,g
2845,Filetes de melva canutera con pimientos del piquillo Marinara en aceite de oliva,1.62,5850.0,g
2846,Sardinas en aceite de oliva Hacendado,1.3,168.0,g
2847,Sardinillas en aceite de oliva Hacendado,1.2,130.0,g
2848,Sardinillas reducidas en sal Hacendado en aceite de oliva,1.3,130.0,g
2849,Sardinas en salsa de tomate Hacendado,1.1,168.0,g
2850,Sardinillas en tomate Hacendado,1.05,130.0,g
2851,Sardinillas en aceite de girasol Hacendado,1.1,130.0,g
2852,Sardinillas picantes Hacendado en aceite de girasol,1.24,130.0,g
2853,Sardinillas picantonas Hacendado,1.0,5270.0,g
2854,Sardinillas en escabeche Hacendado,1.27,130.0,g
2855,Sardinillas al limon Hacendado en aceite de girasol,1.21,130.0,g
2856,Calamar en salsa americana Hacendado,1.69,177.0,g
2857,Calamar en tinta Hacendado,1.85,177.0,g
2858,Tacos de pota al ajillo Hacendado,2.2,162.0,g
2859,Tacos de pota a la marinera Hacendado,2.3,162.0,g
2860,Salmon al natural Hacendado,2.65,150.0,g
2861,La gula del norte salteada al ajillo Ubago,1.05,3570.0,g
2862,Trozos de sepia en tinta Hacendado,1.88,9200.0,g
2863,Agujas en aceite de oliva Hacendado,1.25,9600.0,g
2864,Higado de bacalao ahumado Hacendado,1.5,120.0,g
2865,Patas y carne de cangrejo al natural Hacendado,5.5,7150.0,g
2866,Huevas de bacalao Hacendado,1.55,200.0,g
2867,Chipirones rellenos enteros Hacendado en aceite de girasol,1.85,8280.0,g
2868,Chicharrillos en aceite de girasol Hacendado,1.5,120.0,g
2869,Chicharrillos en escabeche blanco Hacendado,1.75,120.0,g
2870,Calamares en caldeirada Hacendado,1.6,7992.0,g
2871,Merluza al natural Hacendado,1.65,8400.0,g
2872,Chicharros en escabeche blanco Hacendado,2.05,50875.0,g
2873,Berberecho al natural XS Hacendado,2.45,16650.0,g
2874,Berberechos al natural S Hacendado,2.2,6993.0,g
