,producto,precio,cantidad,medida,cantidad_
5663,Seda dental Superfloss Oral B 50 ud.,3.65,52.143,ud,52.143
5664,Pastillas de regaliz Juanola 6 g.,1.41,0.006,kg,0.06
5665,Pastillas de regaliz Juanola 27 g.,4.19,0.027,kg,0.27
5666,Complemento Alimenticio desde 12 meses sabor vainilla Pediasure 850gr,23.61,0.85,kg,0.85
5667,Complemento alimenticio melatonina y triptofano comprimidos Epaplus 60 comprimidos.,12.49,0.051,kg,0.51
5668,Cepillo dental interproximales plus nano 0.6 6 ud.,4.99,6.012,ud,6.012
5669,Jabon liquido Germisdin 1000 ml.,11.85,1.004,L,10.042
5670,Seda dental suave con fluor y menta Vitis 50 metros,4.19,1.0,ud,1.0
5671,Protector labial formula noruega SPF 20 Neutrogena pack de 2 unidades de 4.8 g.,7.75,0.03,L,0.3
5672,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5673,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5674,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5675,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5676,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5677,Dentifrico sin fluor Parodontax 75 ml.,5.85,0.075,L,0.75
5678,Leche infantil de inicio desde el primer dia en polvo Almiron Avance 1 1200 g.,27.7,1.2,kg,1.2
5679,Tabletas limpiadoras para protesis dentales con oxigeno bio-activo Corega 108 ud.,16.99,106.187,ud,106.187
5680,Leche infantil de continuacion desde 6 meses en polvo Almiron Avance 2 800 g.,15.45,0.8,kg,0.8
5681,Dentifrico herbal fresh Parodontax 75 ml.,5.25,0.075,L,0.75
5682,Cepillo dental medio Vitis 1 ud.,3.75,1.0,ud,1.0
5683,Enjuague bucal antiseptico Oraldine 200 ml.,4.49,0.2,L,2.004
5684,Cepillo dental para el cuidado de encias Proteccion Completa Parodontax 1 ud.,4.09,1.0,ud,1.0
5685,Magnesio + Vitamina B6 sabor limon en comprimidos efervescentes Optiform sin gluten sin lactosa 20 ud.,2.09,0.08,kg,0.801
5686,Caramelo sabor naranja y menta sin azucar Ricola 50 g.,2.29,0.05,kg,0.5
5687,Leche infantil para lactantes anticolico Blemil Plus AC 800 g.,25.1,0.8,kg,0.8
5688,Colutorio enjuage bucal diario SensiLacer 500 ml.,7.75,0.5,L,5.0
5689,Dentifrico clorhexidina tratamiento gingivitis Lacer 75 ml.,6.29,0.075,L,0.75
5690,Desodorante roll-on anti-transpirante piel sensible o depilada 48h. Vichy 50 ml.,7.69,0.05,L,0.5
5691,Colutorio diario fluor Fluor-Aid 500 ml.,5.99,0.499,L,4.992
5692,Multivitaminico y multimineral Mujer Multicentrum 90 comprimidos.,25.1,0.147,kg,1.47
5693,Sueno Aquilea 30 comprimidos.,11.49,0.019,kg,0.195
5694,Papilla infantil desde 6 meses avena integrar con ciruela sin azucar anadido Gerber 250 ml. ,4.05,0.25,kg,0.25
5695,Caramelo sabor menta montana sin azucar Ricola 50 g.,2.29,0.05,kg,0.5
5696,Esparadrapo de papel 5 m x 2.5 cm Carrefour Soft 1 ud.,1.2,1.0,ud,1.0
5697,Leche infantil para lactantes en polvo Nestle Nan Optipro 1 sin aceite de palma lata 1200 g.,24.5,1.2,kg,1.2
5698,Leche infantil para lactantes desde el primer dia Nutriben Innova 1 lata 800 g.,21.5,0.8,kg,0.8
5699,Crema de manos rapida absorcion Neutrogena 140 ml.,11.09,0.14,L,1.4
5700,Solucion multiusos para lentes de contacto Solupharm pack de 2 unidades de 360 ml.,7.89,0.717,L,7.173
5701,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5702,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5703,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5704,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5705,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5706,Ãrbol de te TecSania 10 ml.,3.69,0.01,L,0.1
5707,Gel limpiador espumoso Cerave 473 ml.,11.49,0.473,L,4.728
5708,Esparadrapo Sensitive 5 m x 2.5 cm Salvelox 1 ud.,1.85,1.0,ud,1.0
5709,Desmaquillante de ojos fisiologico La Roche-Posay 125 ml.,12.79,0.125,L,1.25
5710,Locion corporal reparacion intensa Neutrogena pack de 2 unidades de 750 ml.,19.89,0.751,L,7.506
5711,Higiene intima diaria PH Balance Prebiotico Vagisil 250 ml.,6.55,0.25,L,2.5
5712,Leche infantil para lactantes desde el primer dia Enfamil Complete 800 g.,22.9,0.8,kg,0.8
5713,Gotas hidratantes para ojos Novalens 15 ml.,6.35,0.015,L,0.15
5714,Magnesio + Potasio en comprimidos efervescentes Aquilea 14 comprimidos.,5.09,0.084,kg,0.84
5715,Apositos gasa algodon 20x20 cm. Loto caja 20 ud.,1.93,19.3,ud,19.3
5716,Crema fijadora para protesis dentales extrafuerte Corega 70 g.,13.25,0.07,kg,0.7
5717,Balsamo labial hidratante Carmex 1 ud.,4.39,1.0,ud,1.0
5718,Cepillo dental cabezal pequeno medio Vitis 1 ud.,6.39,2.003,ud,2.003
5719,Tiras adhesivas elasticas para dedos Carrefour Soft 10 ud.,1.61,10.062,ud,10.062
5720,Crema de manos concentrada con perfume Neutrogena 50 ml.,6.65,0.05,L,0.5
5721,Apositos grandes Maxicover esteril 76 x 54 mm Salvelox 5 ud.,3.79,4.987,ud,4.987
5722,Dentifrico especial para portadores de ortodoncia Vitis 100 ml.,6.75,0.1,L,1.0
5723,Leche de continuacion Almiron Profutura 2 800 g.,23.1,0.8,kg,0.8
5724,Locion hidratante limpiadora desde el nacimiento Mustela 750 ml.,13.49,0.749,L,7.494
5725,Cepillo dental junior cabezal pequeno Vitis 1 ud.,3.69,0.1,L,1.0
5726,Aceite de almendras Phytofarma 500 ml.,8.69,0.499,L,4.994
5727,Cepillo dental encias delicadas Gingilacer 1 ud.,3.75,1.0,ud,1.0
5728,Limpiador gel de agua elimina las impurezas y el maquillaje Hydro Boost Neutrogena 200 ml.,10.89,0.2,L,2.002
5729,Pharmaton Complex multivitaminas y minerales 100 ud.,21.6,0.077,kg,0.773
5730,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5731,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5732,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5733,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5734,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5735,Oleogel de ducha pH5 para piel sensible y seca Eucerin 1000 ml.,22.8,1.0,L,10.0
5736,Oleogel de ducha pH5 para pieles sensibles y secas Eucerin 400 ml.,12.99,0.4,L,3.997
5737,Papilla infantil desde 4 meses cereales ecologica Almiron sin gluten sin lactosa sin aceite de palma 200 g.,4.05,0.2,kg,0.2
5738,Colutorio enjuague bucal diario Lacer 500 ml.,7.75,0.5,L,5.0
5739,Leche de crecimiento HiPP Combiotik 3 800 g.,20.5,0.8,kg,0.8
5740,Esponja de fibra natural Suavinex 1 ud.,5.85,1.0,ud,1.0
5741,Crema triple accion piel madura Pond's 50 ml.,6.45,0.05,L,0.5
5742,Gel de bano pH5 para piel sensible Eucerin 1000 ml.,17.15,0.997,L,9.971
5743,Polvos desodorantes para pies Devor-Olor 100 g.,5.25,0.1,kg,1.0
5744,Vitamina C + guarana sin azucar Vallesol 24 comprimidos.,5.29,0.06,kg,0.6
5745,Locion corporal elasticidad intensa para piel seca Neutrogena pack de 2 unidades de 750 ml.,19.19,0.75,L,7.496
5746,Esparadrapo de tejido 5 m x 2.5 cm Carrefour Soft 1 ud.,1.2,1.0,ud,1.0
5747,Preparado Lacteo de crecimiento desde los 12 meses Blemil Plus 3 lata 800 g.,15.49,0.8,kg,0.8
5748,Infusion Infantil Blevit Digest 150 gr,8.19,0.15,kg,0.15
5749,Leche infantil de crecimiento desde 12 meses en polvo Nestle Nan Optipro 3 sin aceite de palma lata 1200 g.,20.1,1.2,kg,1.2
5750,Complemento alimenticion Omega 3-6-9 Sanon 79 g.,5.65,0.099,kg,0.989
5751,Complemento multivitaminico y multimineral Select 50+ Multicentrum 90 comprimidos.,25.1,0.116,kg,1.16
5752,Tonico Agua de Rosas Genove 500 ml.,4.69,0.499,L,4.989
5753,Pastillas blandas de propolis con miel. altea + vitamina C Juanola 24 ud.,4.75,0.048,kg,0.48
5754,Champu extracto de ortiga Xensium Nature 500 ml.,6.55,0.5,L,5.0
5755,Crema de manos Atopi control para piel seca pack 2 unidades de 75 ml.,8.19,0.15,L,1.5
5756,Agua micelar ultra piel reactiva La Roche-Posay 400 ml.,10.85,0.4,L,4.004
5757,Cepillo dental interproximales super micro 0.7 6 ud.,4.75,6.013,ud,6.013
5758,Seda dental con fluor y triclosan Lacer 50 metros,3.75,1.0,ud,1.0
5759,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5760,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5761,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5762,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5763,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5764,Mascara de pestanas fortalecedora Belcils 1 ud.,5.1,1.0,ud,1.0
5765,Barritas sustitutive sabor yogur Bimanan 8 ud.,12.29,0.32,kg,3.201
5766,Vaselina Senti2 20 g.,1.93,0.02,kg,0.2
5767,Colageno con Magnesio Ana Maria La Justicia 450 comprimidos.,17.85,0.8,kg,8.004
5768,Leche infantil de continuacion desde 6 meses en polvo Enfamil Complete 2 800 g.,18.09,0.8,kg,0.8
5769,Repelente en spray piojos para ninos Carrefour 125 ml.,3.51,0.125,L,1.249
5770,Perlas sabor fresa sin azucar Ricola 25 g.,1.77,0.025,kg,0.25
5771,Leche infantil de continuacion desde 6 meses en polvo Nestle Nan Optipro 2 sin aceite de palma lata 1200 g.,20.9,1.2,kg,1.2
5772,Tabletas limpiadoras para protesis dentales Corega 66 ud.,12.79,60.905,ud,60.905
5773,Melatonina en gominolas ZzzQuil Natura Viks sin gluten y sin lactosa 30 ud.,9.69,0.105,kg,1.05
5774,Cepillo dental cabezal pequeno suave Vitis 1 ud.,3.69,1.0,ud,1.0
5775,Triptofano con magnesio + vitamina B6 comprimidos Ana Maria Lajusticia sin gluten sin lactosa 60 ud.,12.95,0.07,kg,0.7
5776,Papilla infantil desde 6 meses 8 cereales sin azucar anadido Gerben 250 g.,3.69,0.25,kg,0.25
5777,Gel lubricante vaginal Vagisil 30 g.,7.69,0.03,kg,0.3
5778,Colutorio blanqueadora Vitis 500 ml.,9.65,0.5,L,5.0
5779,Liquido lentillas ecologico True Bausch + Lomb 300 ml.,9.39,0.3,L,3.0
5780,Leche infantil de continuacion desde 6 meses en polvo Damira Natur 2 sin aceite de palma lata 800 g.,17.55,0.801,kg,8.014
5781,Dentifrico Lacer Fresh 125 ml.,4.95,0.125,L,1.25
5782,Balsamo labial hidrantate Carmex 1 ud.,4.39,1.0,ud,1.0
5783,Gel limpiador facial DermatoClean Eucerin 200 ml.,10.09,0.2,L,2.002
5784,Tonico facial DermatoClean Eucerin 200 ml.,10.09,0.2,L,2.002
5785,Locion hidratante corporal pH5 para piel sensible Eucerin 1000 ml.,22.5,1.0,L,10.0
5786,Cinta dental con cera Vitis 50 metros,4.19,1.0,ud,1.0
5787,Cepillo dental ultra-suave Vitis 1 ud.,4.79,1.0,ud,1.0
5788,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5789,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5790,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5791,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5792,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5793,Cepillo dental interdental fino Phb 6 ud.,3.49,1.0,ud,1.0
5794,Aceite de almendras + rosa mosqueta Phytofarma 250 ml.,7.25,0.25,L,2.5
5795,Champu solido 2 en 1 Ecologico Nutricion Dr. Tree 75 gr.,10.45,0.075,kg,0.75
5796,Infusion Infantil Blevit Sueno 150 gr,8.19,0.15,kg,0.15
5797,Dermojabon azufre antiseborreico Grisi 100 g.,3.79,0.1,kg,1.0
5798,Gel de ducha Lipikar La Roche-Posay 1 ud.,13.85,0.749,L,7.486
5799,Complemento colageno natural complex en polvo Colnatur 330 g.,18.49,0.33,kg,3.302
5800,Desodorante roll on pH5 para pieles sensibles Eucerin pack de 2 unidades de 50 ml.,8.49,0.1,L,1.0
5801,Cepillo dental interproximales plus micro 0.9 10 ud.,7.29,9.986,ud,9.986
5802,Aposito Aqua Resist tira para cortar 100 x 6 cm Salvelox 12 ud.,2.29,12.053,ud,12.053
5803,Desodorante roll on antitranspirante 48h Eucerin pack de 2 unidades de 50 ml.,8.49,0.1,L,1.0
5804,Balsamo Tiger Balm 19 g.,8.99,0.064,kg,0.642
5805,Pastillas limpiadoras para protesis dentales Kukident 28 ud.,4.59,28.688,ud,28.688
5806,Cepillo dental duro Vitis 1 ud.,3.75,1.0,ud,1.0
5807,Cepillo dental interdental conico Phb 6 ud.,3.49,1.0,ud,1.0
5808,Te Manasul Seal 25 ud.,4.19,0.025,kg,0.25
5809,Dentifrico ortodoncia sabor lima frescaOrtoLacer 125 ml.,6.35,0.125,L,1.25
5810,Gel Multidermol 750 ml.,6.09,0.752,L,7.519
5811,Balsamo nariz y labios reparacion inmediata Neutrogena 15 ml.,7.19,0.015,L,0.15
5812,Gel Intimo+toallitas regalo Lactacyd 400 ml.,11.89,0.4,L,4.003
5813,Champu suave pH5 para cabello sensible Eucerin 400 ml.,10.29,0.4,L,4.004
5814,Gel de ducha solido nutritivo piel sensible ecologico Dr. Tree 120 g.,10.39,0.12,kg,1.2
5815,Duplo comfort balm hidratacion cara y cuerpo Neutrogena 600 ml.,12.89,0.6,L,5.995
5816,Leche infantil Confort Total Nan Nestle 800 g.,26.5,0.8,kg,0.8
5817,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5818,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5819,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5820,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5821,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5822,Gotas Hidratantes y refrescantes Ãcido Hialuronico Solupharm 10 ml.,5.99,0.01,L,0.1
5823,Cepillo dental interdental 0.9 micro Interprox 14 ud.,9.65,13.986,ud,13.986
5824,Desodorante hyper-hidrosis Dermactive roll-on Mussvital pack de 2 unidades de 75 ml.,8.45,0.15,L,1.501
5825,Balsamo relipidizante La Roche-Posay 400 ml,20.0,0.4,L,4.0
5826,Dermocapillaire champu urea Eucerin 250 ml.,10.55,0.25,L,2.5
5827,Cepillo dental medio Lacer 2 ud.,6.49,2.003,ud,2.003
5828,Locion + champu antipiojos ZZ 225 ml.,8.55,1.0,ud,1.0
5829,Cepillo dental junior Lacer 1 ud.,3.25,1.0,ud,1.0
5830,Cinta dental sabor menta con fluor y triclosan Lacer 50 metros,4.29,1.0,ud,1.0
5831,Cepillo dental suave Vitis 1 ud.,3.75,1.0,ud,1.0
5832,Colutorio bucal tratamiento periodontal Perio-Aid 500 ml.,7.99,0.499,L,4.994
5833,Tapon para oidos de silicona Noton Aqua Sport 6 ud.,3.59,5.983,ud,5.983
5834,Champu caspa grasa Pilexil 300 ml.,10.79,0.3,L,2.997
5835,Dentifrico Vitis aloe vera 100 ml.,6.29,0.1,L,1.0
5836,Balsamo labial hidratante Carmex 1 ud.,4.39,0.998,L,9.977
5837,Crema fijadora para protesis dentales Corega 70 g.,12.59,0.07,kg,0.7
5838,Cepillo dental cabezal pequeno medio Vitis 1 ud.,3.69,1.0,ud,1.0
5839,Crema de manos pH5 Eucerin pack de 2 unidades de 75 ml.,9.19,0.15,L,1.499
5840,Gel limpiador facial DermoPure Eucerin 400 ml.,14.9,0.4,L,4.005
5841,Aceite hipocalorico Dietetica y Nutricion Ordesa 500 ml.,8.19,0.499,L,4.994
5842,Crema de manos y unas Neutrogena 75 ml.,7.55,0.075,L,0.75
5843,Complemento alimenticio de proteinas y vitaminas sabor vainilla NutriVigor Ensure 850 g.,26.0,0.85,kg,8.497
5844,Locion corporal reparacion intensa Neutrogena 400 ml.,9.99,0.4,L,3.996
5845,Infusion Infantil Blevit Laxante 150 gr,8.19,0.15,kg,0.15
5846,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5847,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5848,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5849,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5850,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5851,Omega 3 rico en EPA y DHA Phytofarma 270 capsulas.,15.95,0.191,kg,1.91
5852,Enrelax Forte Aquilea 30 comprimidos.,10.75,0.03,kg,0.3
5853,Crema de noche antiedad Elasticity + Filler Eucerin 50 ml.,31.2,0.05,L,0.5
5854,Colutorio control diario periodontal y periimplantorio Perio-Aid 1000 ml.,13.35,1.004,L,10.038
5855,Magnesio en comprimidos efervescentes Aquilea 14 comprimidos.,4.19,0.084,kg,0.84
5856,Crema de ducha relipidizante anti-irritacion anti-picorLa Roche Posay 400 ml.,14.39,0.4,L,3.997
5857,Melatonina en comprimidos Aquilea 30 ud.,9.19,0.999,kg,9.989
5858,Desmaquillante integral para piel sensible Vichy 300 ml.,13.25,0.3,L,2.998
5859,Tinte Classic 4N Castano Farmatint 1 ud.,8.09,1.0,ud,1.0
5860,Apositos ampollas medianas Compeed 5 ud.,6.89,4.993,ud,4.993
5861,Crema de manos concentrada sin perfume Neutrogena 50 ml.,6.65,0.05,L,0.5
5862,Colutorio fluor sabor fresa uso semanal Lacer 100 ml.,4.19,0.1,L,1.0
5863,Multi Vitaminas + Ginseng Vallesol Vitalidad 24 comprimidos.,4.85,0.058,kg,0.576
5864,Infusion control peso Bio3 sin gluten 25 ud.,4.45,0.038,kg,0.38
5865,Gel Derma Lactacyd 1 l.,9.39,0.999,L,9.989
5866,Kit de viaje cepillo de dientes + dentifrico Phb 1 ud.,4.59,1.0,ud,1.0
5867,Lecitina de soja Phytofarma 450 g.,8.75,0.451,kg,4.51
5868,Apositos impermeables Aquablock Salvelox 12 ud.,2.79,12.13,ud,12.13
5869,Champu caspa seca Pilexil 300 ml.,10.79,0.3,L,2.997
5870,Cepillo dental medio Phb 2 ud.,5.99,1.0,ud,1.0
5871,Batido sustitutivo sabor chocolate sin azucar anadido en sobres Bimanan BeSlim 6 ud.,12.59,0.25,kg,2.498
5872,Colageno + Ãcido Hialuronico Sanon 60 capsulas.,10.65,0.035,kg,0.35
5873,Set de dia Cellular Boost Neutrogena: crema de dia antiedad 50 ml + Contorno de ojos antiarrugas 15 ml.,26.4,0.05,L,0.5
5874,Colorante en champu moreno Just for Men 30 ml.,7.59,0.03,L,0.3
5875,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5876,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5877,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5878,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5879,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5880,Champu con extracto de cebolla Nuggela & Sule 250 ml.,16.59,0.25,L,2.498
5881,Champu extracto aloe vera Xensium 500 ml.,6.55,0.5,L,5.0
5882,Balsamo densificador nutritivo Neovadiol Magistral Vichy 50 ml.,30.2,0.05,L,0.5
5883,Desodorante anti-manchas y anti-transpirante Vichy 50 ml.,9.79,0.05,L,0.5
5884,Crema de dia antiedad Hyalluron Filler SPF30 Eucerin 50 ml.,35.3,0.05,L,0.5
5885,Colutorio sin alcohol sabor lima fresca Vitis 500 ml.,7.75,0.5,L,5.0
5886,Locion corporal en gel piel normal a seca Hidrobost Neutrogena pack de 2 unidades de 750 ml.,20.2,0.751,L,7.509
5887,Triptofano con melatonina. magnesio y vitamina B6 Ana Maria Lajusticia 60 comprimidos,13.75,0.051,kg,0.51
5888,Tinte Classic 5N Castano Claro Farmatint 1 ud.,8.09,1.0,ud,1.0
5889,Colutorio bucal mantenimiento periodontal Perio-Aid 500 ml.,7.99,0.499,L,4.994
5890,Crema regeneradora de los pies muy secos. Eucerin 100 ml.,10.75,0.1,L,1.0
5891,Cepillo dental suave clasico Phb 2 ud.,5.99,1.0,ud,1.0
5892,Limpiador facial granos persistentes Spot Controlling Neutrogena 200 ml.,15.99,0.2,L,2.001
5893,Multivitaminico y multimineral adulto Multicentrum 90 comprimidos.,24.9,0.11,kg,1.1
5894,Locion hidratante ultraligera pH5 para pieles secas y sensibles Eucerin 1000 ml.,23.0,1.0,L,10.0
5895,Locion corporal piel seca Neutrogena 400 ml.,9.99,0.4,L,3.996
5896,Complemento alimenticio gases Sanon 60 capsulas.,4.85,0.028,kg,0.28
5897,Crema hidratante matificante Effaclar Mat La Roche-Posay 40 ml.,15.19,0.04,L,0.4
5898,Cardo Mariano comprimidos Sanon 100 ud.,9.39,0.05,kg,0.5
5899,Cola de caballo comprimidos Sanon 200 ud.,9.39,0.1,kg,1.0
5900,Colorante en gel bigote y barba moreno Just for Men 15 ml.,7.69,0.015,L,0.15
5901,Melatonina dulces suenos Phytofarma 225 capsulas.,22.3,0.122,kg,1.22
5902,Jarabe Drena-T con alcachofa y diente de leon Sanon 250 ml.,7.19,0.25,L,2.497
5903,Aceite corporal natural tratamiento de estrias. cicatrices y manchas Bio-Oil 60 ml.,11.95,0.06,L,0.6
5904,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5905,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5906,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5907,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5908,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5909,Champu anticaida Fortaleza Cleare Institute 400 ml.,11.65,0.4,L,4.003
5910,Complemento Vitamina C+ Zinc en comprimidos efervescentes Aquilea 14 comprimidos.,8.55,0.084,kg,0.84
5911,Crema de pies ultra hidratante Neutrogena 100 ml.,8.55,0.1,L,1.0
5912,Dermojabon leche de burra Grisi 100 g.,3.79,0.1,kg,1.0
5913,Complemento Alimenticio desde 12 meses sabor fresa Pediasure 850 g.,23.61,0.85,kg,0.85
5914,Natillas sustitutivas sabor chocolate en sobres Bimanan BeSlim 6 ud.,12.59,0.25,kg,2.498
5915,Cepillo dental suave Lacer 2 ud.,6.49,2.003,ud,2.003
5916,Crema fijadora para protesis dentales Corega 70 g.,14.29,0.07,kg,0.7
5917,Crema anti-marcas duo Effaclar La Roche-Posay 30 ml.,16.69,0.03,L,0.3
5918,Solucion para dieta Svetol & Biotina sin gluten 24 ud.,10.39,0.096,kg,0.96
5919,Infusion para los gases de anis. hinojo y alcaravea Aquilea 60 ud.,10.85,0.036,kg,0.36
5920,Almohadillas adhesivas para dentadura inferior Algasiv 30 ud.,10.45,29.857,ud,29.857
