,precio_anterior,precio,precio_rel,producto,link,precio_rel_anterior,precio_rel_1,precio_medida,medida,Q_medida
817,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=696,0.55 /ud , 0.52 /ud,0.52,ud,17.865
818,4.15 ,3.95,0.07 /lavado | 0.07 /lavado,Suavizante concentrado floral Revive Flor 60 lavados. ,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=720,0.07 /lavado , 0.07 /lavado,0.07,lavado,56.429
819,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=720,1.79 /l , 1.70 /l,1.7,l,1.5
820,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=720,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
821,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=720,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
822,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=720,0.55 /ud , 0.52 /ud,0.52,ud,17.865
823,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=744,1.79 /l , 1.70 /l,1.7,l,1.5
824,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=744,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
825,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=744,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
826,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=744,0.55 /ud , 0.52 /ud,0.52,ud,17.865
827,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768,1.79 /l , 1.70 /l,1.7,l,1.5
828,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
829,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
830,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768,0.55 /ud , 0.52 /ud,0.52,ud,17.865
831,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792,1.79 /l , 1.70 /l,1.7,l,1.5
832,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
833,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
834,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792,0.55 /ud , 0.52 /ud,0.52,ud,17.865
835,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816,1.79 /l , 1.70 /l,1.7,l,1.5
836,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
837,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
838,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816,0.55 /ud , 0.52 /ud,0.52,ud,17.865
839,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840,1.79 /l , 1.70 /l,1.7,l,1.5
840,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
841,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
842,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840,0.55 /ud , 0.52 /ud,0.52,ud,17.865
843,3.45 ,3.2,3.45 /ud | 3.20 /ud,Ambientador de coche frutas del bosque 2 en 1 Cristalinas 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,3.45 /ud , 3.20 /ud,3.2,ud,1.0
844,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,1.79 /l , 1.70 /l,1.7,l,1.5
845,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
846,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
847,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,0.55 /ud , 0.52 /ud,0.52,ud,17.865
848,5.25 ,4.85,11.67 /kg | 10.78 /kg,Quitamanchas desinfectante Lysol 450 g.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888,11.67 /kg , 10.78 /kg,10.78,kg,0.45
849,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888,1.79 /l , 1.70 /l,1.7,l,1.5
850,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
851,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
852,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888,0.55 /ud , 0.52 /ud,0.52,ud,17.865
853,15.95 ,9.89,15.95 /ud | 9.89 /ud,Luz Emergencia Coche. iWotto E light.Senal V-16,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=912,15.95 /ud , 9.89 /ud,9.89,ud,1.0
854,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=912,1.79 /l , 1.70 /l,1.7,l,1.5
855,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=912,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
856,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=912,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
857,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=912,0.55 /ud , 0.52 /ud,0.52,ud,17.865
858,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=936,1.79 /l , 1.70 /l,1.7,l,1.5
859,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=936,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
860,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=936,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
861,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=936,0.55 /ud , 0.52 /ud,0.52,ud,17.865
862,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=960,1.79 /l , 1.70 /l,1.7,l,1.5
863,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=960,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
864,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=960,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
865,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=960,0.55 /ud , 0.52 /ud,0.52,ud,17.865
866,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=984,1.79 /l , 1.70 /l,1.7,l,1.5
867,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=984,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
868,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=984,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
869,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=984,0.55 /ud , 0.52 /ud,0.52,ud,17.865
870,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=24,4.99 /kg , 4.82 /kg,4.82,kg,1.141
871,34.15 ,32.4,0.25 /ud | 0.24 /ud,Panales Dodot bebe-seco XXL T6 (+13 Kg)136 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=24,0.25 /ud , 0.24 /ud,0.24,ud,135.0
872,25.30 ,24.2,0.53 /ud | 0.50 /ud,Panales Dodot Sensitive Talla 5+ (12-17 kg.) 48 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=24,0.53 /ud , 0.50 /ud,0.5,ud,48.4
873,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=24,4.74 /kg , 4.58 /kg,4.58,kg,1.201
874,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=24,4.74 /kg , 4.58 /kg,4.58,kg,1.201
875,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=24,4.99 /kg , 4.82 /kg,4.82,kg,1.141
876,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=48,4.74 /kg , 4.58 /kg,4.58,kg,1.201
877,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=48,4.74 /kg , 4.58 /kg,4.58,kg,1.201
878,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=48,4.99 /kg , 4.82 /kg,4.82,kg,1.141
879,24.70 ,23.7,0.62 /ud | 0.59 /ud,Pant Dodot Activity Extra Talla 5 (12-17 kg) 40 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=72,0.62 /ud , 0.59 /ud,0.59,ud,40.169
880,1.93 ,1.85,55.14 /kg | 52.86 /kg,Snack de cereales con frambuesa ecologico Nutripuffs Naturnes Bio Nestle 35 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=72,55.14 /kg , 52.86 /kg,52.86,kg,0.035
881,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=72,4.74 /kg , 4.58 /kg,4.58,kg,1.201
882,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=72,4.74 /kg , 4.58 /kg,4.58,kg,1.201
883,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=72,4.99 /kg , 4.82 /kg,4.82,kg,1.141
884,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=96,4.74 /kg , 4.58 /kg,4.58,kg,1.201
885,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=96,4.74 /kg , 4.58 /kg,4.58,kg,1.201
886,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=96,4.99 /kg , 4.82 /kg,4.82,kg,1.141
887,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=120,4.74 /kg , 4.58 /kg,4.58,kg,1.201
888,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=120,4.74 /kg , 4.58 /kg,4.58,kg,1.201
889,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=120,4.99 /kg , 4.82 /kg,4.82,kg,1.141
890,24.70 ,23.7,0.55 /ud | 0.53 /ud,Pants Dodot Activity Talla 4 (9-15 Kg) 45 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=144,0.55 /ud , 0.53 /ud,0.53,ud,44.717
891,24.70 ,23.7,0.67 /ud | 0.64 /ud,Pants Dodot Activity Extra Talla 6 +16 Kg 37 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=144,0.67 /ud , 0.64 /ud,0.64,ud,37.031
892,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=144,4.74 /kg , 4.58 /kg,4.58,kg,1.201
893,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=144,4.74 /kg , 4.58 /kg,4.58,kg,1.201
894,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=144,4.99 /kg , 4.82 /kg,4.82,kg,1.141
895,25.30 ,24.2,0.58 /ud | 0.55 /ud,Panales Dodot sensitive extra Talla 6 (+14 kg) 44 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=168,0.58 /ud , 0.55 /ud,0.55,ud,44.0
896,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=168,4.74 /kg , 4.58 /kg,4.58,kg,1.201
897,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=168,4.74 /kg , 4.58 /kg,4.58,kg,1.201
898,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=168,4.99 /kg , 4.82 /kg,4.82,kg,1.141
899,10.45 ,9.85,13.06 /kg | 12.31 /kg,Leche infantil de crecimiento desde 12 meses en polvo Nutrasense Premium 3 Hero Baby sin aceite de palma lata 800 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=192,13.06 /kg , 12.31 /kg,12.31,kg,0.8
900,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=192,4.74 /kg , 4.58 /kg,4.58,kg,1.201
901,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=192,4.74 /kg , 4.58 /kg,4.58,kg,1.201
902,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=192,4.99 /kg , 4.82 /kg,4.82,kg,1.141
903,10.45 ,9.85,13.06 /kg | 12.31 /kg,Leche infantil de continuacion desde 6 meses en polvo Nutrasense Premium 2 Hero Baby sin aceite de palma lata 800 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=216,13.06 /kg , 12.31 /kg,12.31,kg,0.8
904,20.90 ,17.84,0.42 /ud | 0.36 /ud,Panales Dodot Cuidado Total T1 (2-5 kg) 50 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=216,0.42 /ud , 0.36 /ud,0.36,ud,49.556
905,20.10 ,16.99,0.50 /ud | 0.42 /ud,Panales Dodot Cuidado Total T4 (9-14 kg) 40 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=216,0.50 /ud , 0.42 /ud,0.42,ud,40.452
906,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=216,4.74 /kg , 4.58 /kg,4.58,kg,1.201
907,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=216,4.74 /kg , 4.58 /kg,4.58,kg,1.201
908,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=216,4.99 /kg , 4.82 /kg,4.82,kg,1.141
909,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=240,4.74 /kg , 4.58 /kg,4.58,kg,1.201
910,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=240,4.74 /kg , 4.58 /kg,4.58,kg,1.201
911,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=240,4.99 /kg , 4.82 /kg,4.82,kg,1.141
912,20.90 ,17.84,0.37 /ud | 0.32 /ud,Panales Dodot Cuidado Total T2 (4-8 kg) 56 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=264,0.37 /ud , 0.32 /ud,0.32,ud,55.75
913,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=264,4.74 /kg , 4.58 /kg,4.58,kg,1.201
914,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=264,4.74 /kg , 4.58 /kg,4.58,kg,1.201
915,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=264,4.99 /kg , 4.82 /kg,4.82,kg,1.141
916,20.10 ,16.99,0.56 /ud | 0.47 /ud,Panales Dodot Cuidado Total T5 (11-16 kg) 36 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=288,0.56 /ud , 0.47 /ud,0.47,ud,36.149
917,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=288,4.74 /kg , 4.58 /kg,4.58,kg,1.201
918,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=288,4.74 /kg , 4.58 /kg,4.58,kg,1.201
919,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=288,4.99 /kg , 4.82 /kg,4.82,kg,1.141
920,2.69 ,2.6,9.96 /kg | 9.63 /kg,Papilla infantil desde 6 meses multicereales y quinoa Nestle Seleccion de la Naturaleza 270 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=312,9.96 /kg , 9.63 /kg,9.63,kg,0.27
921,20.10 ,16.99,0.44 /ud | 0.37 /ud,Panales Dodot Cuidado Total T3 (6-10 kg) 46 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=312,0.44 /ud , 0.37 /ud,0.37,ud,45.919
922,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=312,4.74 /kg , 4.58 /kg,4.58,kg,1.201
923,5.69 ,5.5,4.74 /kg | 4.58 /kg,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=312,4.74 /kg , 4.58 /kg,4.58,kg,1.201
924,5.69 ,5.5,4.99 /kg | 4.82 /kg,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=312,4.99 /kg , 4.82 /kg,4.82,kg,1.141
