,precio,precio_rel,producto,link,Q,precio_medida,medida,precio_medida2,precio_medida1,Q_medida
1551,3.0,15 /kg,Combinado setas Carrefour 250 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 250 g,15 ,kg,,15 ,
1552,1.7,17 /kg,Queso azul Bleu de France Entremont 100 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 100 g,17 ,kg,,17 ,
1553,2.67,5.35 /kg,Papaya 500 g aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 500 g aprox,5.35 ,kg,,5.35 ,
1554,2.75,22 /kg,Queso mozzarella di bufala campana Galbani 125 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 125 g.,22 ,kg,,22 ,
1555,1.49,5.42 /kg,Verduras para micro brocoli. zanahoria y coliflor Florette 275 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 275 g,5.42 ,kg,,5.42 ,
1556,1.37,6.09 /kg,Mortadela siciliana em lonchas El Pozo si gluten 225 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 225 g.,6.09 ,kg,,6.09 ,
1557,1.0,11.76 /kg,Pechuga de pavo en finas lonchas El Pozo sin gluten 85 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 85 g.,11.76 ,kg,,1,
1558,1.35,6.75 /kg,Queso de untar ecologico Carrefour Bio 200 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 200 g.,6.75 ,kg,,6.75 ,
1559,3.25,16.25 /kg,Mousse pato medallon Aoste pack de 2 unidades de 100 g ,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 2 unidades de 100 g ,16.25 ,kg,,1,
1560,1.89,3.78 /kg,Uva blanca sin pepitas Carrefour bandeja de 500 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 500 g,3.78 ,kg,,3.78 ,
1561,1.45,2.90 /kg,Judia verde plana Cat 1ªmalla 500 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 500 g,2.90 ,kg,,2.90 ,
1562,1.49,7.45 /kg,Guacamole Carrefour 200 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480, 200 g,7.45 ,kg,,7.45 ,
1563,1.49,9.93 /kg,Brotes de espinaca y rucula Carrefour 150 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 150 g,9.93 ,kg,,9.93 ,
1564,1.99,1.99 /kg,Pera ercolina Circulo de Calidad a granel 1 kg aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 1 kg aprox,1.99 ,kg,,1.99 ,
1565,1.99,1.99 /kg,Manzana reineta verde a granel 1 Kg aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 1 Kg aprox,1.99 ,kg,,1.99 ,
1566,2.25,12.50 /kg,Jamon cocido extra en lonchas sin gluten y sin lactosa 180 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 180 g,12.50 ,kg,,1,
1567,1.99,3.98 /kg,Hogaza de pan natural 100% rebanada 500 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 500 g,3.98 ,kg,,3.98 ,
1568,1.0,5 /kg,Salchichas cocidas de pavo 'Todo Ave' Oscar Mayer 200 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 200 g.,5 ,kg,,5 ,
1569,2.59,8.63 /kg,Queso fresco de cabra El Abuelo 300 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 300 g.,8.63 ,kg,,8.63 ,
1570,1.99,3.32 /kg,Guisantes ecologico Carrefor Bio 600 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 600 g.,3.32 ,kg,,3.32 ,
1571,3.0,3 /ud,Rollitos de primavera 280 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 280 g,3 ,ud,,3 ,
1572,1.55,5.54 /kg,Masa para empanada Carrefour 280 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 280 g.,5.54 ,kg,,5.54 ,
1573,4.45,8.90 /kg,Medallones de pechuga de pavo marinado a las finas hierbas,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504,,8.90 ,kg,,8.90 ,
1574,2.15,6.14 /kg,Salchichas cocidas Jumbo Classic Oscar Mayer 350 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 350 g.,6.14 ,kg,,6.14 ,
1575,1.65,6.47 /kg,Bocadito de pan de hamburguesa 255 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 255 g,6.47 ,kg,,6.47 ,
1576,1.99,7.96 /kg,Bollo con pepitas de chocolate con leche Weikis La Bella Easo 6 ud.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 6 ud.,7.96 ,kg,,7.96 ,
1577,1.83,7.32 /kg,Queso fundido en porciones El Caserio 250 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 250 g.,7.32 ,kg,,7.32 ,
1578,0.79,1.97 /kg,Zanahoria baby Carrefour 400 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 400 g.,1.97 ,kg,,1.97 ,
1579,2.79,27.90 /kg,Jamon serrano Delizias Noel al corte 100 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 100 g,27.90 ,kg,,1,
1580,4.91,8.19 /kg,Contramuslo de pollo campero sin piel Calidad y Origen Carrefour 600 g aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 600 g aprox,8.19 ,kg,,8.19 ,
1581,1.89,9.45 /kg,Canonigo Carrefour 200 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 200 g,9.45 ,kg,,9.45 ,
1582,0.59,1.28 /kg,Pan de molde con corteza Carrefour 460 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 460 g.,1.28 ,kg,,1.28 ,
1583,1.89,3.78 /kg,Uva blanca sin pepitas Carrefour bandeja de 500 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 500 g,3.78 ,kg,,3.78 ,
1584,1.45,2.90 /kg,Judia verde plana Cat 1ªmalla 500 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 500 g,2.90 ,kg,,2.90 ,
1585,1.49,7.45 /kg,Guacamole Carrefour 200 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504, 200 g,7.45 ,kg,,7.45 ,
1586,0.74,1.61 /kg,Pan de molde integral con corteza Carrefour 460 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 460 g.,1.61 ,kg,,1.61 ,
1587,1.4,4.67 /kg,Queso en lonchas light Carrefour 300 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 300 g.,4.67 ,kg,,4.67 ,
1588,8.38,20.95 /kg,Pechuga de pollo fileteada ecologica Carrefour Bio 400 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 400 g,20.95 ,kg,,1,
1589,2.39,6.83 /kg,Pan de leche Pasquier 350 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 350 g.,6.83 ,kg,,6.83 ,
1590,3.75,1.87 /ud,Mango ecologico 2 ud,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 2 ud,1.87 ,ud,,1.87 ,
1591,1.6,13.33 /kg,Bacon cocido y ahumado en lonchas sin lactosa 120 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 120 g,13.33 ,kg,,1,
1592,2.1,12.35 /kg,Pechuga de pavo bajo en grasa y sal loncheada Noel envase 180 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 180 g,12.35 ,kg,,1,
1593,0.99,0.20 /ud,Panecillo 51% integral Carrefour 5 ud,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 5 ud,0.20 ,ud,,0.20 ,
1594,1.55,6.74 /kg,Tomate natural rallado ecologico Tropic 230 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 230 g,6.74 ,kg,,6.74 ,
1595,1.95,8.12 /kg,Hamburguesa de pollo y zanahoria Carrefour 240 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 240 g,8.12 ,kg,,8.12 ,
1596,3.9,9.75 /kg,Filete de lomo de cerdo adobado extra 400 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 400 g,9.75 ,kg,,9.75 ,
1597,6.45,16.12 /kg,Filete de salmon salvaje congelado 400 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 400 g.,16.12 ,kg,,1,
1598,2.65,11.04 /kg,Bacon cocido ahumado en tiras ElPozo pack (4x60g) envase 240 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 240 g,11.04 ,kg,,1,
1599,2.19,9.95 /kg,Berlinas bombon Donuts 4 ud.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 4 ud.,9.95 ,kg,,9.95 ,
1600,2.2,4.89 /kg,Hogaza de cereales The Rustik Bakery 450 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 450 g.,4.89 ,kg,,4.89 ,
1601,3.37,9.11 /kg,Queso fundido en porciones light La Vaca que Rie sin gluten 375 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 375 g.,9.11 ,kg,,9.11 ,
1602,1.57,7.85 /kg,Queso emmental Carrefour 200 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 200 g.,7.85 ,kg,,7.85 ,
1603,1.63,7.24 /kg,Mortadela de pavo en lonchas El Pozo sin gluten 225 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 225 g.,7.24 ,kg,,7.24 ,
1604,5.79,14.47 /kg,Gamba blanca cruda Carrefour 400 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 400 g.,14.47 ,kg,,1,
1605,2.99,17.59 /kg,Lacon en tapas cortadas a cuchillo MRM 170 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 170 g,17.59 ,kg,,1,
1606,1.45,6.44 /kg,Chorizo pamplona extra en locnhas Tello sin gluten bipack de 225 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 225 g,6.44 ,kg,,6.44 ,
1607,3.49,3.49 /ud,Croquetas caseras de jamon iberico 295 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 295 g,3.49 ,ud,,3.49 ,
1608,1.89,3.78 /kg,Uva blanca sin pepitas Carrefour bandeja de 500 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 500 g,3.78 ,kg,,3.78 ,
1609,1.45,2.90 /kg,Judia verde plana Cat 1ªmalla 500 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 500 g,2.90 ,kg,,2.90 ,
1610,1.49,7.45 /kg,Guacamole Carrefour 200 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528, 200 g,7.45 ,kg,,7.45 ,
1611,1.65,11 /kg,Lechuga trocadero Carrefour 150 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 150 g,11 ,kg,,11 ,
1612,11.92,7.95 /kg,Corvina Calidad y Origen Carrefour 1.5 kg aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552,,7.95 ,kg,,7.95 ,
1613,2.1,5.45 /kg,Masa maxi pizza Carrefour 385 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 385 g.,5.45 ,kg,,5.45 ,
1614,6.45,8.06 /kg,Langostinos crudos 800 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 800 g.,8.06 ,kg,,8.06 ,
1615,1.99,9.48 /kg,Ensalada New Yorker Carrefour 210 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 210 g,9.48 ,kg,,9.48 ,
1616,1.39,1.85 /kg,Zanahoriamanojo de 750 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 750 g,1.85 ,kg,,1.85 ,
1617,1.3,5.20 /kg,Queso fundido Light porciones 16 ud. Carrefour 250 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 16 ud. Carrefour 250 g.,5.20 ,kg,,5.20 ,
1618,3.22,8.59 /kg,Queso fundido en porciones La Vaca Que Rie sin gluten 375 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 375 g.,8.59 ,kg,,8.59 ,
1619,1.6,5.71 /kg,Flautas de pavo. pollo y queso Mesana 280 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 280 g,5.71 ,kg,,5.71 ,
1620,2.69,1.79 /kg,Pomelo rojo malla 1.5 kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552,,1.79 ,kg,,1.79 ,
1621,1.15,7.67 /kg,Corazon de escarola Carrefour 150 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 150 g,7.67 ,kg,,7.67 ,
1622,0.57,2.85 /kg,Salchichas cocidas y ahumadas estilo Viena Carrefour 200 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 200 g.,2.85 ,kg,,2.85 ,
1623,2.34,3.90 /kg,Media gallina Nutrave 600 g aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 600 g aprox,3.90 ,kg,,3.90 ,
1624,2.99,8.54 /kg,Lasana bolonesa Carrefour 350 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 350 g,8.54 ,kg,,8.54 ,
1625,1.99,1.99 /kg,Calabaza ecologica a granel 1 Kg aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 1 Kg aprox,1.99 ,kg,,1.99 ,
1626,0.87,5.44 /kg,Pate a las finas hierbas Classic Carrefour sin gluten y sin lactosa 160 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 160 g.,5.44 ,kg,,5.44 ,
1627,1.35,3.65 /kg,Wraps tortillas de trigo Carrefour Sensation sin aceite de palma 6 ud.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 6 ud.,3.65 ,kg,,3.65 ,
1628,1.58,12.64 /kg,Crema de queso semicurado President 125 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 125 g.,12.64 ,kg,,1,
1629,3.35,33.50 /kg,Lomo de cebo iberico en lonchas Carrefour sin gluten 100 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 100 g.,33.50 ,kg,,1,
1630,0.69,2.03 /kg,Sobaos mini Classic' Carrefour 340 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 340 g.,2.03 ,kg,,2.03 ,
1631,1.5,12 /kg,Queso mozzarella italiana light Galbani 125 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 125 g.,12 ,kg,,12 ,
1632,1.06,4.42 /kg,Bollo con pepitas de chocolate Classic' Carrefour 240 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 240 g.,4.42 ,kg,,4.42 ,
1633,2.69,3.84 /kg,Magdalenas cuadrada Bimbo Martinez 24 ud.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 24 ud.,3.84 ,kg,,3.84 ,
1634,1.22,6.10 /kg,Chorizo dulce sin gluten 200 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 200 g.,6.10 ,kg,,6.10 ,
1635,1.89,3.78 /kg,Uva blanca sin pepitas Carrefour bandeja de 500 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 500 g,3.78 ,kg,,3.78 ,
1636,1.45,2.90 /kg,Judia verde plana Cat 1ªmalla 500 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 500 g,2.90 ,kg,,2.90 ,
1637,1.49,7.45 /kg,Guacamole Carrefour 200 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552, 200 g,7.45 ,kg,,7.45 ,
1638,2.99,0.75 /ud,Croissant clasico Carrefour 4 ud,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=576, 4 ud,0.75 ,ud,,0.75 ,
1639,1.35,5.40 /kg,Judia fina flow pack250 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=576,,5.40 ,kg,,5.40 ,
1640,1.4,2.80 /kg,Queso fresco batido desnatado Proteina Plus Carrefour 500 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=576, 500 g.,2.80 ,kg,,2.80 ,
1641,3.95,9.87 /kg,Pimiento del piquillo relleno de bacalao congelados 400 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=576, 400 g,9.87 ,kg,,9.87 ,
1642,2.65,17.67 /kg,Queso lonchas Garcia Baquero sin lactosa 150 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=576, 150 g.,17.67 ,kg,,1,
1643,3.5,11.99 /kg,Pan burger TGB 292 g 4 ud,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=576, 292 g 4 ud,11.99 ,kg,,1,
1644,0.99,4.95 /kg,Ensalada linea Carrefour 200 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=576, 200 g,4.95 ,kg,,4.95 ,
1645,1.99,6.03 /kg,Pan 100% integral ecologico Carrefour Bio 330 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=576, 330 g,6.03 ,kg,,6.03 ,
1646,2.65,17.67 /kg,Queso havarti light en lonchas Arla 150 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=600, 150 g.,17.67 ,kg,,1,
1647,2.49,2.49 /kg,Pera conferencia D.O. Rincon de Soto 1 kg aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=600, 1 kg aprox,2.49 ,kg,,2.49 ,
1648,3.49,13.96 /kg,Queso de oveja curado Carrefour Classic cuna ya cortada de 250g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=600,,13.96 ,kg,,1,
1649,2.45,12.25 /kg,Tabla de pates Carrefour sin gluten pack de 4 unidades de 50 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=600, 4 unidades de 50 g.,12.25 ,kg,,1,
1650,0.99,6.60 /kg,Salchicha queso Wudy 150 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=600, 150 g.,6.60 ,kg,,6.60 ,
1651,1.85,12.33 /kg,Salchichon de pavo extra Carrefour sin gluten pack de 2 unidades de 75 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=600, 2 unidades de 75 g.,12.33 ,kg,,1,
1652,1.99,19.90 /kg,Salchichon extra 50% raza duroc en finas lonchas Boadas sin gluten 100 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=600, 100 g,19.90 ,kg,,1,
1653,2.95,16.39 /kg,Ensalada completa Gourmet con nueces y queso de cabra Florette 180 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=600, 180 g,16.39 ,kg,,1,
1654,0.29,0.29 /ud,Tinta de sepia congelada 2 ud de 4 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=624, 2 ud de 4 g,0.29 ,ud,,0.29 ,
1655,0.8,4 /kg,Habas baby Carrefour 200 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=624, 200 g.,4 ,kg,,4 ,
1656,0.99,7.92 /kg,Pate de salmon Casa Tarradellas sin gluten 125 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=624, 125 g.,7.92 ,kg,,7.92 ,
1657,2.09,8.36 /kg,Finas del mar 200 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=624, 200 g,8.36 ,kg,,8.36 ,
1658,59.0,59 /ud,Lote 52. Paleta iberica de cebo 50% raza iberica El Lujo pieza de 4 kg aprox + chorizo cular iberico El Lujo pieza de 350 g aprox. + salchichon cular iberico El Lujo pieza de 350 g aprox + queso de mezcla curado cuna de 300 g aprox.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=624, 4 kg aprox + chorizo cular iberico El Lujo pieza de 350 g aprox. + salchichon cular iberico El Lujo pieza de 350 g aprox + queso de mezcla curado cuna de 300 g aprox.,59 ,ud,,59 ,
1659,2.79,8.21 /kg,Salchichas alemanas Frankfurt Picken 340 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=624, 340 g.,8.21 ,kg,,8.21 ,
1660,2.19,8.42 /kg,Salchichas cocidas Bratwurst Campofrio 260 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=624, 260 g.,8.42 ,kg,,8.42 ,
1661,4.35,10.07 /kg,Queso fresco desnatado Burgo de Arias pack de 6 unidades de 72 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=624, 6 unidades de 72 g.,10.07 ,kg,,1,
1662,2.1,12.35 /kg,Jamon cocido lonchas bajo grasa y sal Embutidos Noel 180 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=648, 180 g,12.35 ,kg,,1,
1663,6.4,15.99 /kg,Filete de lomo de cerdo iberico Carrefour 400 g aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=648, 400 g aprox,15.99 ,kg,,1,
1664,15.9,15.90 /kg,Entrecot de vacuno para la piedra 1 kg aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=648, 1 kg aprox,15.90 ,kg,,1,
1665,1.99,19.90 /kg,Queso Parmesano escama Carrefour 100 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=648, 100 g.,19.90 ,kg,,1,
1666,1.39,4.63 /kg,Queso fundido para hamburguesa Carrefour 300 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=648, 300 g.,4.63 ,kg,,4.63 ,
1667,2.95,9.22 /kg,Ensalada completa de pasta y rucula Florette 320 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=648, 320 g,9.22 ,kg,,9.22 ,
1668,2.59,25.90 /kg,Cecina loncheada Palcarsa sin gluten y sin lactosa 100 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=648, 100 g,25.90 ,kg,,1,
1669,2.0,3.33 /kg,Salchichas BIG pavo El Pozo sin gluten pack de 3 unidades de 200 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=672, 3 unidades de 200 g.,3.33 ,kg,,3.33 ,
1670,4.99,6.24 /kg,Empana rectangular de pollo con champinones Carrefour 700 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=672, 700 g,6.24 ,kg,,6.24 ,
1671,1.99,6.63 /kg,Tortilla de patata con cebolla 300 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=672, 300 g,6.63 ,kg,,6.63 ,
1672,1.69,5.63 /kg,Queso gouda en lonchas Margui 300 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=672, 300 g.,5.63 ,kg,,5.63 ,
1673,4.75,9.50 /kg,Kiwi sungold ecologico Zepri 500 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=672, 500 g,9.50 ,kg,,9.50 ,
