,precio_anterior,precio,precio_rel_ojo,producto,gluten,lactosa,link
515,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=192
516,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=192
517,"
13,99 €","13,49 €","0,25 €/lavado
 | 
0,25 €/lavado",Lavavajillas maquina original Todo en 1 en capsulas Fairy 55 ud.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=216
518,"
3,79 €","3,49 €","0,07 €/lavado
 | 
0,07 €/lavado",Suavizante concentrado explosion de frescor Intense Mimosin 52 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=216
519,"
9,39 €","9,19 €","0,23 €/lavado
 | 
0,23 €/lavado",Detergente liquido 2 en 1 Vanish Colon 40 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=216
520,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=216
521,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=216
522,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=216
523,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=216
524,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=240
525,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=240
526,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=240
527,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=240
528,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=264
529,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=264
530,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=264
531,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=264
532,"
17,55 €","16,39 €","0,27 €/ud
 | 
0,25 €/ud",Lavavajillas maquina Todo en 1 regular Max Finish 65 ud.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=288
533,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=288
534,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=288
535,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=288
536,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=288
537,"
17,95 €","13,99 €","0,19 €/lavado
 | 
0,15 €/lavado",Detergente liquido gel activo Colon 90 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=312
538,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=312
539,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=312
540,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=312
541,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=312
542,"
3,85 €","3,29 €","0,06 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado Elixir Sensorial Flor 60 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=336
543,"
11,69 €","10,95 €","14,61 €/kg
 | 
13,69 €/kg",Potenciador de lavado en polvo Vanish Oxi-Advance 800 g.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=336
544,"
7,59 €","7,09 €","0,05 €/lavado
 | 
0,05 €/lavado",Flor Suavizante Hiper Ahorro Nenuco 156 Lavados,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=336
545,"
10,19 €","9,95 €","0,20 €/lavado
 | 
0,20 €/lavado",Detergente en polvo Colon 50 cacitos,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=336
546,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=336
547,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=336
548,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=336
549,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=336
550,"
8,49 €","8,29 €","29,79 €/kg
 | 
29,09 €/kg",Perfume para la ropa en perlas concentrado fresh Unstoppables Lenor 285 g.,Ver productos de la promocion,"Agotado temporalmente
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=360
551,"
18,45 €","17,65 €","0,43 €/lavado
 | 
0,41 €/lavado",Detergente en capsulas extra higiene ultra oxy effect Ariel 43 ud.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=360
552,"
11,69 €","10,95 €","14,61 €/kg
 | 
13,69 €/kg",Quitamanchas en polvo para la ropa blanca Oxi Advance Vanish 800 g.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=360
553,"
4,09 €","3,89 €","0,09 €/lavado
 | 
0,09 €/lavado",Suavizante concentrado jazmin fresco y lavanda silvestre Botanical Origin 45 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=360
554,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=360
555,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=360
556,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=360
557,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=360
558,"
24,89 €","23,98 €","0,30 €/ud
 | 
0,29 €/ud",Lavavajillas a maquina en pastillas Quantum Ultimate Finish Powerball 84 ud.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=384
559,"
4,99 €","4,65 €","12,47 €/100ml
 | 
11,62 €/100ml",Ambientador de varillas azahar y mandarina Cristalinas 40 ml.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=384
560,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=384
561,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=384
562,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=384
563,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=384
564,"
2,85 €","2,69 €","2,85 €/ud
 | 
2,69 €/ud",Discos wc activos inodoros frescor marino aparato + recambio Pato 1 ud.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=408
565,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=408
566,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=408
567,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=408
568,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=408
569,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=432
570,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=432
571,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=432
572,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=432
573,"
9,59 €","9,35 €","0,19 €/lavado
 | 
0,19 €/lavado",Detergente en polvo Total 3+1 Dixan 50 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=456
574,"
15,49 €","14,89 €","0,39 €/lavado
 | 
0,37 €/lavado",Lavavajillas maquina platinum todo en 1 en capsulas Fairy 40 ud.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=456
575,"
10,49 €","0,17 €/lavado",Lavavajillas maquina 0% en gel ecologico Calgonit Finish 60 lavados,Bio,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=456
576,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=456
577,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=456
578,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=456
579,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=456
580,"
12,69 €","12,24 €","0,28 €/lavado
 | 
0,27 €/lavado",Detergente en capsulas Doble Poder Active Clean Skip 46 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=480
581,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=480
582,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=480
583,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=480
584,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=480
585,"
11,69 €","10,95 €","7,31 €/l
 | 
6,84 €/l",Potenciador del lavado liquido Vanish Oxi-Advance 1600 ml.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=504
586,"
10,19 €","0,29 €/lavado",Detergente liquido flor de naranjo y hojas citricas ecologico Botanical Origin 35 lavados.,Bio,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=504
587,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=504
588,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=504
589,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=504
590,"
5,29 €","4,80 €","0,11 €/m
 | 
0,10 €/m",Papel de aluminio Albal 50 metros.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=504
591,"
11,09 €","9,85 €","0,35 €/lavado
 | 
0,31 €/lavado",Detergente en capsulas Vanish Ultra Colon 32 ud.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=528
592,"
2,69 €","2,55 €","1,79 €/l
 | 
1,70 €/l","Limpiador de bano Don Limpio 1,5 l.",Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=528
593,"
3,79 €","3,55 €","0,05 €/lavado
 | 
0,05 €/lavado",Suavizante concentrado azul vital Mimosin 78 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=528
594,"
11,89 €","11,69 €","0,25 €/lavado
 | 
0,24 €/lavado",Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,Ver productos de la promocion,"Anadir
",https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=528
