,producto,precio,cantidad,medida,categoria,supermercado
1309,Ginebra London dry gin Beefeater,12.0,0.7,L,ginebra,mercadona
1310,Ginebra extra dry gin Seagram's,15.0,0.7,L,ginebra,mercadona
1311,Ginebra London dry gin Tanqueray,13.0,0.7,L,ginebra,mercadona
1313,Ginebra London dry Kingerly & Sons,6.0,1.0,L,ginebra,mercadona
1314,Ginebra strawberry gin Glivery,7.5,0.7,L,ginebra,mercadona
1315,Ginebra London dry gin Glivery,6.35,0.7,L,ginebra,mercadona
1316,Ginebra 15 botanicals Blumara,9.9,0.7,L,ginebra,mercadona
1317,Ginebra exotic Glivery,8.25,0.7,L,ginebra,mercadona
1322,Brandy de Jerez solera Convidado de Baco,5.6,0.7,L,brandy,mercadona
1323,Brandy de Jerez solera reserva Convidado de Baco,6.95,0.7,L,brandy,mercadona
1324,Brandy de Jerez solera gran reserva Convidado de Baco,9.5,0.7,L,brandy,mercadona
1325,Whisky escoces Ballantine's,10.5,0.7,L,whisky,mercadona
1326,Whisky escoces Red Label Johnnie Walker,12.0,0.7,L,whisky,mercadona
1327,Whisky escoces J&B,10.5,0.7,L,whisky,mercadona
1328,Whisky escoces Dewar's White Label,11.0,0.7,L,whisky,mercadona
1329,Whisky escoces Cardhu 12 anos,23.5,0.7,L,whisky,mercadona
1330,Whisky Crocker Land,6.85,1.0,L,whisky,mercadona
1331,Whisky escoces Callander,6.2,0.7,L,whisky,mercadona
1332,Whisky escoces James Webb,5.8,0.7,L,whisky,mercadona
1333,Whiskey irlandes Seven Heads,9.85,0.7,L,whisky,mercadona
1334,Whisky escoces Black Label Johnnie Walker,22.5,0.7,L,whisky,mercadona
1335,Ron anejo Negrita,7.8,0.7,L,ron,mercadona
1336,Ron anejo La Recompensa,7.15,1.0,L,ron,mercadona
1337,Ron blanco superior La Recompensa,5.9,1.0,L,ron blanco,mercadona
1338,Ron dominicano anejo Ron Barcelo,13.7,0.7,L,ron,mercadona
1339,Licor ronmiel de Canarias Perla de las Islas,5.95,0.7,L,miel,mercadona
1340,Ron caribeno sabor coco Malibu,10.15,0.7,L,malibu,mercadona
1342,Ron anejo Cacique,11.0,0.7,L,ron,mercadona
1343,Crema di limoncello,6.45,0.7,L,limoncello,mercadona
1347,Licor crema de turron Royal Swan,5.5,0.7,L,turron,mercadona
1348,Licor crema Puente Pazos,5.69,0.7,L,licor,mercadona
1349,Bebida espirituosa a base de vodka Knebep azul,4.49,0.7,L,vodka,mercadona
1350,Bebida espirituosa a base de vodka Knebep caramelo,4.65,0.7,L,caramelos,mercadona
1351,Bebida espirituosa a base de vodka Knebep negro,4.39,0.7,L,vodka,mercadona
1352,Vodka premium Vladonof,8.75,0.7,L,vodka,mercadona
1353,Vodka Knebep,5.9,1.0,L,vodka,mercadona
1354,Vodka Eristoff,7.99,0.7,L,vodka,mercadona
1355,Licor de anis Marie Brizard Anisette,8.25,1.0,L,licor,mercadona
1356,Licor dulce Anis del mono,6.8,0.7,L,licor,mercadona
1357,Licor de anis dulce Dama Mayor,5.6,1.0,L,licor,mercadona
1358,Anis seco Regio,7.45,1.0,L,anis,mercadona
1359,Licor de hierbas Puente Pazos,5.69,0.7,L,licor,mercadona
1360,Licor de limoncello Franzini,5.6,0.7,L,limoncello,mercadona
1361,Licor de hierbas JÃÂ¤germeister,11.25,0.7,L,licor,mercadona
1362,Aguardiente de orujo Puente Pazos,6.55,0.7,L,agua otro,mercadona
1363,Licor Cointreau,10.8,0.5,L,licor,mercadona
1364,Licor de manzana Milord,2.65,0.7,L,licor,mercadona
1365,Pacharan Zoco,10.0,1.0,L,pacharan,mercadona
1366,Licor dulce Amaretto Del Patriarca,4.7,0.7,L,licor,mercadona
1367,Licor de piruleta Pi.omka,4.5,0.7,L,licor,mercadona
1368,Pacharan Gure,7.25,1.0,L,pacharan,mercadona
1369,Pacharan etiqueta negra Gure,8.95,1.0,L,pacharan,mercadona
1370,Tequila reposado Jose Cuervo,13.6,0.7,L,tequila,mercadona
1371,Ponche Convidado de Baco,6.3,1.0,L,ponche,mercadona
1372,Licor 43,13.4,0.7,L,licor,mercadona
1373,Licor de cafe Puente Pazos,5.69,0.7,L,licor,mercadona
1374,Licor sin alcohol mora Pi.omka,1.9,0.7,L,licor,mercadona
1375,Licor sin alcohol manzana verde Pi.omka,1.9,0.7,L,licor,mercadona
1378,Cocktail mojito sin alcohol Pi.omka,3.0,0.7,L,mix aperitivo,mercadona
1379,Cocktail pina colada sin alcohol Pi.omka,3.0,0.7,L,mix aperitivo,mercadona
1380,Sidra asturiana El Mayu,0.99,0.75,L,sidra,mercadona
1381,Sidra asturiana El Mayu,1.85,1.0,L,sidra,mercadona
1382,Sidra El Gaitero,1.85,0.75,L,sidra,mercadona
1383,Sidra natural Polian,1.5,0.7,L,sidra,mercadona
1384,Sidra sin alcohol El Lagar,1.2,0.75,L,sidra,mercadona
1385,Sidra extra El Gaitero,2.4,0.75,L,sidra,mercadona
1386,Cava brut Cabre & Sabate,1.9,0.75,L,cava,mercadona
1387,Cava brut Cabre & Sabate,1.15,0.2,L,cava,mercadona
1388,Cava brut Senorio De Requena,2.5,0.75,L,cava,mercadona
1389,Cava brut nature Jaume Serra,2.95,0.75,L,cava,mercadona
1390,Cava brut Anna Codorniu,7.8,0.75,L,cava,mercadona
1391,Cava brut nature vintage Cabre & Sabate,3.75,0.75,L,cava,mercadona
1392,Cava brut Cabre & Sabate Chardonnay,3.75,0.75,L,cava,mercadona
1393,Cava brut rosado Cabre & Sabate,2.29,0.75,L,cava,mercadona
1394,Cava brut Freixenet,4.45,0.75,L,cava,mercadona
1395,Cava semi seco Cabre & Sabate,1.9,0.75,L,cava,mercadona
1396,Cava semi seco Cabre & Sabate,1.15,0.2,L,cava,mercadona
1397,Cava semi seco Freixenet,4.45,0.75,L,cava,mercadona
1398,Bebida zumo de frutas con gas Magic sin alcohol,1.7,0.75,L,zumo,mercadona
1399,Cava semi seco Senorio De Requena,2.5,0.75,L,cava,mercadona
1400,Vino espumoso sin alcohol 0.0% Vina secret,3.3,0.75,L,vino espumoso,mercadona
1401,Sangria Cason Historico,1.2,5.0,L,sangria,mercadona
1402,Tinto de verano limon Sandevid,1.4,5.0,L,tinto de verano,mercadona
1403,Tinto de verano zero limon Cason Historico,1.1,2.0,L,tinto de verano,mercadona
1404,Sangria Don Simon,1.75,5.0,L,sangria,mercadona
1405,Tinto de verano 0.0% sin alcohol limon Don Simon,1.1,5.0,L,tinto de verano,mercadona
1406,Tinto de verano limon Don Simon,1.15,5.0,L,tinto de verano,mercadona
1407,Tinto de verano sabor limon Cason Historico,1.18,2.0,L,tinto de verano,mercadona
1408,Tinto de verano clasico Don Simon,1.15,5.0,L,tinto de verano,mercadona
1409,Tinto de verano classic Cason Historico,1.18,2.0,L,tinto de verano,mercadona
1410,Tinto de verano sabor limon Cason Historico,2.64,1.98,L,tinto de verano,mercadona
1411,Tinto de verano sabor limon Cason Historico,0.44,0.33,L,tinto de verano,mercadona
1412,Tinto de verano zero limon Cason Historico 0% alcohol 0% azucares,2.64,1.98,L,tinto de verano,mercadona
1413,Tinto de verano zero limon Cason Historico 0% alcohol 0% azucares,0.44,0.33,L,tinto de verano,mercadona
1414,Tinto de verano sabor limon La Casera,3.9,3.0,L,tinto de verano,mercadona
1415,Tinto de verano sabor limon La Casera,2.0,5.0,L,tinto de verano,mercadona
1426,Vino blanco afrutado Blancauvas,1.65,0.75,L,uvas,mercadona
1429,Vino blanco albarino D.O Rias Baixas Pazo de Orantes,3.9,0.75,L,vino D.O. albarino,mercadona
1430,Vino blanco D.O Valencia La Malcriada dulce,2.25,0.75,L,vino dulce,mercadona
1431,Vino blanco D.O Rias Baixas albarino Ponte Tamuxe,5.5,0.75,L,vino D.O. albarino,mercadona
1432,Vino blanco GewÃÂ¼rztraminer Mar de Uvas,4.5,0.75,L,uvas,mercadona
1437,Vino blanco D.O. Rueda Arribeno sauvignon blanc,2.75,0.75,L,vino D.O. Rueda,mercadona
1440,Vino blanco semidulce Diamante D.O Rioja,3.99,0.75,L,vino dulce,mercadona
1441,Vino blanco D.O Valencia semidulce Allegretto Alba,1.75,0.75,L,vino dulce,mercadona
1442,Vino dulce Pedro Ximenez Real Tesoro D.O Jerez de la frontera,5.6,0.75,L,vino dulce,mercadona
1446,Mosto tinto Cason Historico,1.25,5.0,L,zumo,mercadona
1447,Vino dulce cream Real Tesoro D.O Jerez de la frontera,3.19,0.75,L,vino dulce,mercadona
1448,Mosto blanco Cason Historico,1.25,5.0,L,zumo,mercadona
1453,Vino tinto dulce de aguja Sangue di Giuda Cueva peccato,3.75,0.75,L,vino dulce,mercadona
1454,Vino blanco espumoso verdejo dulZ.Ze frizzante,2.5,0.75,L,vino espumoso,mercadona
1456,Vino blanco de aguja espumoso Blanc Pescador,3.6,0.75,L,vino espumoso,mercadona
1457,Vino dulce Blue moscato V.Cristina espumoso,1.7,0.75,L,vino espumoso,mercadona
1458,Vino rosado afrutado espumoso Penascal,2.9,0.75,L,vino espumoso,mercadona
1459,Vino blanco dulce Moscato espumoso Cueva Peccato,2.5,0.75,L,vino espumoso,mercadona
1460,Vino rosado Cason Historico,0.8,1.0,L,vino rosado,mercadona
1461,Vino rosado D.O Navarra Hypatia,1.79,0.75,L,vino rosado,mercadona
1462,Vino rosado D.O Rioja Comportillo cosecha,2.15,0.75,L,vino rosado,mercadona
1463,Vino rosado D.O La Mancha Fidencio,1.2,0.75,L,vino rosado,mercadona
1464,Vino rosado Dominio de Borgia,5.1,5.0,L,vino rosado,mercadona
1465,Vino rosado D.O Rioja Arteso Clarete,2.9,0.75,L,vino rosado,mercadona
1466,Vino rosado D.O Cigales Nomo,2.0,0.75,L,vino rosado,mercadona
1467,Vino tinto Cason Historico,0.85,1.0,L,vino tinto,mercadona
1468,Vino tinto Cason Historico,0.43,0.25,L,vino tinto,mercadona
1469,Vino tinto Don Simon,1.35,1.0,L,vino tinto,mercadona
1470,Vino tinto tempranillo Elegido,1.76,1.0,L,vino tinto,mercadona
1471,Vino tinto Dominio de Borgia,2.25,2.0,L,vino tinto,mercadona
1472,Vino tinto Dominio de Borgia,5.1,5.0,L,vino tinto,mercadona
1473,Vino tinto Masia de Altigon,4.75,5.0,L,vino tinto,mercadona
1474,Vino tinto D.O Rioja El Coto crianza,5.5,0.75,L,vino tinto,mercadona
1475,Vino tinto D.O Rioja Comportillo cosecha,2.15,0.75,L,vino tinto,mercadona
1476,Vino tinto D.O Rioja Cune crianza,6.55,0.75,L,vino tinto,mercadona
1477,Vino tinto D.O Rioja Comportillo crianza,2.9,0.75,L,vino tinto,mercadona
1478,Vino tinto D.O Rioja Comportillo reserva,3.95,0.75,L,vino tinto,mercadona
1479,Vino tinto D.O Rioja Arteso crianza,3.8,0.75,L,vino tinto,mercadona
1480,Vino tinto D.O Rioja Arteso reserva,7.0,0.75,L,vino tinto,mercadona
1481,Vino tinto D.O Rioja Comportillo gran reserva,7.95,0.75,L,vino tinto,mercadona
1482,Vino tinto D.O Rioja Reservado cosecha,1.9,0.75,L,vino tinto,mercadona
1483,Vino tinto Caperucita tinta Torre Oria suave,1.65,0.75,L,vino tinto,mercadona
1484,Vino tinto D.O Utiel-Requena Torre Oria crianza,2.0,0.75,L,vino tinto,mercadona
1485,Vino tinto D.O. Utiel-Requena Bobal Vinedo antiguo Torre Oria,2.9,0.75,L,vino tinto,mercadona
1486,Vino tinto D.O Vinos de Madrid Condado de Tielmes roble,3.25,0.75,L,vino tinto,mercadona
1487,Vino tinto Gran vinedo Hacendado,0.95,0.75,L,vino tinto,mercadona
1488,Vino tinto D.O La Mancha Fidencio,1.2,0.75,L,vino tinto,mercadona
1489,Vino tinto D.O Valdepenas Vina Albali crianza,2.39,0.75,L,vino tinto,mercadona
1490,Vino tinto D.O Valdepenas Pata Negra reserva,2.35,0.75,L,vino tinto,mercadona
1491,Vino tinto D.O Valdepenas Senorio de los Llanos crianza,2.5,1.0,L,vino tinto,mercadona
1492,Vino tinto D.O Valdepenas Condado de Egara reserva tempranillo,1.99,0.75,L,vino tinto,mercadona
1493,Vino tinto D.O Mentrida Mimbral reserva,3.2,0.75,L,vino tinto,mercadona
1494,Vino tinto D.O La Mancha Fidencio crianza,1.45,0.75,L,vino tinto,mercadona
1495,Vino tinto D.O Mentrida Mimbral roble,2.3,0.75,L,vino tinto,mercadona
1496,Vino tinto D.O Ribera del Duero Abadia Mantrus crianza,3.8,0.75,L,vino tinto,mercadona
1497,Vino tinto D.O Ribera del Duero Condado de Teon crianza,5.0,0.75,L,vino tinto,mercadona
1498,Vino tinto D.O Ribera del Duero Condado de Teon roble,4.5,0.75,L,vino tinto,mercadona
1499,Vino tinto D.O Arribes del Duero Hacienda Zorita crianza,2.3,0.75,L,vino tinto,mercadona
1500,Vino tinto D.O Ribera del Duero Abadia Mantrus reserva,5.4,0.75,L,vino tinto,mercadona
1501,Vino tinto D.O Ribera del Duero Abadia Mantrus roble,3.15,0.75,L,vino tinto,mercadona
1502,Vino tinto D.O Ribera del Duero Abadia Mantrus gran reserva,9.5,0.75,L,vino tinto,mercadona
1503,Vino tinto D.O Ribera del Duero Arribeno roble,2.8,0.75,L,vino tinto,mercadona
1504,Vino tinto D.O Ribera del Duero Arribeno roble,1.65,0.187,L,vino tinto,mercadona
1505,Vino tinto D.O Ribera del Duero Deidad crianza,9.7,0.75,L,vino tinto,mercadona
1506,Vino tinto D.O Campo de Borja Borsao barrica,2.3,0.75,L,vino tinto,mercadona
1507,Vino tinto dulce de aguja Sangue di Giuda Cueva peccato,3.75,0.75,L,vino dulce,mercadona
1508,Vino tinto tempranillo El Mandamas The Guv'Nor,2.4,0.75,L,vino tinto,mercadona
1509,Vino tinto tempranillo Fin del Rio Farina,1.97,1.0,L,vino tinto,mercadona
1510,Vino tinto D.O Campo de Borja Borsao,1.75,0.75,L,vino tinto,mercadona
1511,Vino tinto D.O Toro Conquero roble,2.65,0.75,L,vino tinto,mercadona
1512,Vino tinto D.O Toro Gran Conquero madurado en barrica 12 meses,4.85,0.75,L,vino tinto,mercadona
1513,Vino tinto sin sulfitos anadidos Davida D.O. Navarra,3.5,0.75,L,vino tinto,mercadona
1514,Vino tinto Porto Tawny Almeida Dias,5.1,0.75,L,vino tinto,mercadona
1515,Vino tinto D.O Campo de Borja Garnacha Eslizon Vinas Viejas,4.95,0.75,L,vino tinto,mercadona
1516,Vino tinto D.O Navarra Embrujada roble,2.0,0.75,L,vino tinto,mercadona
1517,Vino tinto Merlot Mar de Uvas,2.4,0.75,L,vino tinto,mercadona
1518,Vino tinto Syrah Mar de Uvas,2.4,0.75,L,vino tinto,mercadona
1519,Vino tinto D.O Toro Arribeno joven,1.9,0.75,L,vino tinto,mercadona
1520,Vino tinto D.O Carinena Sierra de Viento roble,1.6,0.75,L,vino tinto,mercadona
1521,Vino tinto D.O Douro Meio Escudo reserva,5.75,0.75,L,vino tinto,mercadona
1541,Cafe en capsula ristretto L'Or Espresso,3.75,0.52,kg,cafe en capsulas,mercadona
1542,Cafe en capsula extra fuerte Hacendado,3.4,2.08,kg,cafe en capsulas,mercadona
1543,Cafe en capsula sontuoso L'Or Espresso,3.75,0.52,kg,cafe en capsulas,mercadona
1544,Cafe en capsula descafeinado Hacendado,3.4,2.08,kg,cafe en capsulas,mercadona
1545,Cafe en capsula descafeinado ristretto L'Or Espresso,3.75,0.52,kg,cafe en capsulas,mercadona
1546,Cafe en capsula Colombia Hacendado,3.45,2.08,kg,cafe en capsulas,mercadona
1547,Cafe en capsula espresso Hacendado,3.4,2.08,kg,cafe en capsulas,mercadona
1548,Cafe en capsula ristretto Hacendado,3.4,2.12,kg,cafe en capsulas,mercadona
1549,Cafe en capsula doble espresso Hacendado,3.4,2.2,kg,cafe en capsulas,mercadona
1550,Cafe en capsula Colombia L'Or Espresso,3.75,0.52,kg,cafe en capsulas,mercadona
1551,Cafe en capsula descafeinado espresso Hacendado,3.4,2.08,kg,cafe en capsulas,mercadona
1552,Cafe en capsula espresso intenso Dolce Gusto,4.25,1.792,kg,cafe en capsulas,mercadona
1553,Cafe en capsula extra forte Hacendado,3.3,1.792,kg,cafe en capsulas,mercadona
1554,Cafe en capsula forte Hacendado,3.3,1.792,kg,cafe en capsulas,mercadona
1555,Cafe en capsula classic Hacendado,3.3,1.792,kg,cafe en capsulas,mercadona
1556,Cafe en capsula descafeinado espresso intenso Dolce Gusto,4.25,1.792,kg,cafe en capsulas,mercadona
1557,Cafe en capsula ristretto ardenza Dolce Gusto,4.25,1.792,kg,cafe en capsulas,mercadona
1558,Cafe con leche en capsula Dolce Gusto,4.25,2.56,kg,cafe en capsulas,mercadona
1559,Cafe con leche en capsula Hacendado,3.3,2.432,kg,cafe en capsulas,mercadona
1560,Cafe en capsula ristretto napoli Dolce Gusto,4.25,2.048,kg,cafe en capsulas,mercadona
1561,Cafe en capsula cortado Dolce Gusto,4.25,1.6128,kg,cafe en capsulas,mercadona
1562,Cafe en capsula descafeinado Hacendado,3.3,1.792,kg,cafe en capsulas,mercadona
1564,Cafe en capsula cappuccino Dolce Gusto,4.25,2.9824,kg,cafe en capsulas,mercadona
1565,Cafe con leche en capsula descafeinado Hacendado,3.3,2.432,kg,cafe en capsulas,mercadona
1569,Cafe en capsula doble espresso Hacendado,3.3,2.048,kg,cafe en capsulas,mercadona
1570,Cafe en capsula espresso Tassimo,4.8,1.8944,kg,cafe en capsulas,mercadona
1571,Cafe en capsula largo Tassimo,4.8,2.1248,kg,cafe en capsulas,mercadona
1572,Cafe en capsula cortado Tassimo,4.8,2.944,kg,cafe en capsulas,mercadona
1573,Cafe en capsula descafeinado Tassimo,4.8,1.8944,kg,cafe en capsulas,mercadona
1574,Cafe con leche en capsula Tassimo,4.8,2.944,kg,cafe en capsulas,mercadona
1575,Cafe monodosis natural Hacendado,2.15,7.168,kg,cafe,mercadona
1576,Cafe monodosis mezcla Hacendado,2.6,7.168,kg,cafe,mercadona
1577,Cafe monodosis intenso Hacendado,2.9,7.168,kg,cafe,mercadona
1578,Cafe monodosis descafeinado natural Hacendado,2.3,7.168,kg,cafe descafeinado,mercadona
1579,Cafe monodosis Colombia Hacendado,3.25,7.168,kg,cafe,mercadona
1580,Cafe monodosis descafeinado Hacendado Espresso,3.5,2.8,kg,cafe descafeinado,mercadona
1581,Cafe filtro monodosis americano Hacendado,1.9,0.7,kg,cafe,mercadona
1582,Cafe molido natural Hacendado,4.5,1.0,kg,cafe,mercadona
1583,Cafe molido natural Hacendado,2.25,0.5,kg,cafe,mercadona
1584,Cafe molido natural Hacendado,1.15,0.25,kg,cafe,mercadona
1585,Cafe molido mezcla fuerte Hacendado,2.45,0.5,kg,cafe,mercadona
1586,Cafe molido mezcla fuerte Hacendado,1.25,0.25,kg,cafe,mercadona
1587,Cafe molido natural fuerte Hacendado,2.25,0.5,kg,cafe,mercadona
1588,Cafe molido natural fuerte Hacendado,1.15,0.25,kg,cafe,mercadona
1589,Cafe molido mezcla suave Hacendado,1.25,0.25,kg,cafe,mercadona
1590,Cafe molido descafeinado natural Hacendado,2.5,0.5,kg,cafe descafeinado,mercadona
1591,Cafe molido descafeinado natural Hacendado,1.3,0.25,kg,cafe descafeinado,mercadona
1592,Cafe molido descafeinado mezcla Hacendado,2.5,0.5,kg,cafe descafeinado,mercadona
1593,Cafe molido descafeinado mezcla Hacendado,1.29,0.25,kg,cafe descafeinado,mercadona
1594,Cafe molido natural Hacendado Espresso,1.85,0.25,kg,cafe,mercadona
1595,Cafe molido mezcla Hacendado Espresso,1.85,0.25,kg,cafe,mercadona
1596,Cafe molido Colombia Hacendado,2.45,0.25,kg,cafe,mercadona
1597,Cafe molido descafeinado Hacendado Espresso,2.1,0.25,kg,cafe descafeinado,mercadona
1598,Cafe molido mezcla Marcilla crÃÂ¨me express,3.59,0.25,kg,cafe,mercadona
1599,Cafe molido mezcla Marcilla gran aroma,2.79,0.25,kg,cafe,mercadona
1600,Cafe molido mezcla intensa La Estrella,1.68,0.25,kg,cafe,mercadona
1601,Cafe en grano natural Hacendado,5.8,1.0,kg,cafe,mercadona
1602,Cafe en grano natural Hacendado,3.2,0.5,kg,cafe,mercadona
1603,Cafe en grano mezcla fuerte Hacendado,5.8,1.0,kg,cafe,mercadona
1604,Cafe en grano mezcla suave Hacendado,5.8,1.0,kg,cafe,mercadona
1605,Cafe en grano descafeinado natural Hacendado,3.6,0.5,kg,cafe descafeinado,mercadona
1606,Cafe en grano torrefacto Hacendado,3.2,0.5,kg,cafe,mercadona
1607,Cafe soluble clasico Hacendado,1.85,0.2,kg,cafe,mercadona
1608,Cafe soluble Classic Hacendado,1.4,0.1,kg,cafe,mercadona
1609,Cafe soluble clasico Hacendado en sobres,0.79,0.2,kg,cafe,mercadona
1610,Cafe soluble natural Nescafe classic,5.05,0.2,kg,cafe,mercadona
1611,Cafe soluble natural Nescafe classic,3.41,0.1,kg,cafe,mercadona
1612,Cafe soluble descafeinado Hacendado,2.4,0.2,kg,cafe descafeinado,mercadona
1613,Cafe soluble descafeinado Hacendado,1.5,0.1,kg,cafe descafeinado,mercadona
1614,Cafe soluble en sobres descafeinado Hacendado,0.84,0.2,kg,cafe descafeinado,mercadona
1615,Cafe soluble descafeinado Nescafe classic,5.7,0.2,kg,cafe descafeinado,mercadona
1616,Cafe soluble descafeinado Nescafe classic,3.87,0.1,kg,cafe descafeinado,mercadona
1617,Cafe soluble en sobres descafeinado Nescafe classic,1.09,0.2,kg,cafe descafeinado,mercadona
1618,Cafe soluble espresso Creme Hacendado,1.5,0.08,kg,cafe,mercadona
1619,Cafe soluble cappuccino Hacendado,1.99,0.25,kg,cafe,mercadona
1620,Cafe soluble cappuccino Nescafe Gold,3.53,0.25,kg,cafe,mercadona
1621,Cafe soluble cappuccino caramelo Hacendado,2.38,0.25,kg,caramelos,mercadona
1622,Cafe soluble cappuccino vienes Hacendado,2.37,0.3,kg,cafe,mercadona
1623,Cafe soluble seleccion Hacendado,2.85,0.1,kg,cafe,mercadona
1624,Cafe soluble cappuccino descafeinado Hacendado,2.37,0.25,kg,cafe descafeinado,mercadona
1625,Cafe soluble mocha Nescafe Gold,3.53,0.306,kg,cafe,mercadona
1626,Cafe soluble cappuccino descafeinado Nescafe Gold,3.53,0.25,kg,cafe descafeinado,mercadona
1627,Cafe con leche cappuccino Hacendado,0.75,0.25,L,cafe,mercadona
1628,Cafe con leche light sin lactosa Hacendado,0.85,0.25,L,cafe,mercadona
1629,Cafe con leche espresso Hacendado,0.75,0.25,L,cafe,mercadona
1630,Cafe con leche descafeinado Hacendado,0.75,0.25,L,cafe descafeinado,mercadona
1632,Cereales solubles con achicoria Hacendado,1.59,0.15,kg,cereales,mercadona
1634,Filtros de cafe para cafeteras tamano 2 y 4 Bosque Verde,0.79,100.0,ud,cafe,mercadona
1635,Cereales ecologicos solubles Eko natural,2.4,0.15,kg,cereales,mercadona
1648,Infusion Laxsen sabor menta Hacendado,1.3,0.6,kg,infusiones otras,mercadona
1649,Infusion manzanilla Hacendado,0.4,0.54,kg,manzanilla,mercadona
1650,Infusion Menta Poleo Hacendado,0.45,0.6,kg,menta poleo,mercadona
1651,Infusion Tila Hacendado,0.5,0.48,kg,infusiones otras,mercadona
1652,Infusion Cola de caballo Hacendado,1.2,0.6,kg,cola de caballo,mercadona
1653,Infusion Manzanilla con anis Hacendado,0.6,0.52,kg,anis,mercadona
1654,Infusion Relax Hacendado,0.85,0.6,kg,infusiones otras,mercadona
1655,Infusion Tomillo Hacendado,0.95,0.48,kg,tomillo,mercadona
1656,Infusion Dormir Hacendado,1.0,0.6,kg,infusiones otras,mercadona
1657,Infusion Rooibos citrico Hacendado,1.0,0.6,kg,infusiones otras,mercadona
1658,Infusion Figura Hacendado,1.0,0.6,kg,infusiones otras,mercadona
1659,Infusion Digest Hacendado,1.0,0.6,kg,infusiones otras,mercadona
1660,Infusion Respir Hacendado,0.9,0.6,kg,infusiones otras,mercadona
1661,Infusion yerba mate TaragÃÂ¼i,2.65,0.5,kg,te,mercadona
1662,Infusion Jengibre Hacendado,1.3,0.8,kg,jengibre,mercadona
1663,Infusion Valeriana Hacendado,1.5,0.6,kg,infusiones otras,mercadona
1664,Infusion Manzanilla sabor a miel Hacendado,1.0,0.52,kg,miel,mercadona
1665,Infusion Salvia Hacendado,1.1,0.44,kg,infusiones otras,mercadona
1666,Infusion frutos rojos Hacendado,1.3,0.8,kg,infusiones otras,mercadona
1667,Infusion Curcuma Hacendado,1.3,0.68,kg,curcuma,mercadona
1668,Infusion Quema grasas Hacendado,1.1,0.6,kg,infusiones otras,mercadona
1669,Infusion Hinojo Hacendado,1.05,0.8,kg,infusiones otras,mercadona
1670,Infusion sabor pina colada Hacendado fria o caliente,1.3,0.8,kg,te,mercadona
1671,Infusion Rooibos y mango Hacendado fria o caliente,1.3,0.8,kg,te,mercadona
1672,Infusion manzana y canela Hacendado,1.3,0.8,kg,canela,mercadona
1677,Compango asturiano,2.35,0.25,kg,compango,mercadona
1678,Espinazo de cerdo,0.72,0.18,kg,espinazo de cerdo,mercadona
1682,Chorizo asturiano,2.25,0.25,kg,chorizo,mercadona
1688,Morcilla asturiana,2.1,0.25,kg,morcilla,mercadona
1689,Espinazo de cerdo salado,1.24,0.35,kg,espinazo de cerdo,mercadona
1690,Filetes pechuga de pavo,4.44,0.6,kg,filetes de pavo,mercadona
1691,Chuletas de pavo contramuslo,4.26,0.76,kg,chuletas de pavo,mercadona
1692,Tacos de pavo,3.65,0.6,kg,pechuga de pavo,mercadona
1693,Solomillo de pavo,3.84,0.6,kg,solomillo de pavo,mercadona
1694,Chuletas de pavo al ajillo,3.57,0.6,kg,chuletas de pavo,mercadona
1695,Brochetas de pavo,3.93,0.5,kg,brochetas de pavo,mercadona
1696,Pechugas de pavo pimenton,4.0,0.58,kg,pechuga de pavo,mercadona
1697,Tacos de pavo al ajillo,3.12,0.6,kg,pechuga de pavo,mercadona
1698,Filetes de pavo contramuslo,3.35,0.5,kg,filetes de pavo,mercadona
1699,Codornices abiertas,2.83,0.3,kg,codornices,mercadona
1700,Codornices,3.13,0.35,kg,codornices,mercadona
1701,Pierna de pavo,3.59,0.9,kg,pechuga de pavo,mercadona
1702,Medallones solomillo de pavo,3.06,0.3,kg,solomillo de pavo,mercadona
1703,Filetes pechuga de pollo corte fino,4.05,0.5,kg,pechuga de pollo en filetes,mercadona
1704,Filetes pechuga de pollo,4.71,0.65,kg,pechuga de pollo en filetes,mercadona
1705,Contramuslos de pollo deshuesados y sin piel,3.55,0.55,kg,contramuslo de pollo,mercadona
1706,Solomillos de pollo,4.49,0.6,kg,solomillo de pollo,mercadona
1707,Pechugas enteras de pollo,6.36,2.0,kg,pechuga de pollo entera,mercadona
1710,Muslos de pollo deshuesados con piel,2.18,0.5,kg,muslo de pollo,mercadona
1711,Pechugas enteras de pollo,3.2,0.5,kg,pechuga de pollo entera,mercadona
1714,Jamoncitos de pollo,3.62,0.92,kg,jamoncitos de pollo,mercadona
1715,Alas partidas de pollo,3.22,0.7,kg,alitas de pollo,mercadona
1718,Filetes pechuga de pollo certificado alimentado con un 50% de maiz,4.18,0.5,kg,pechuga de pollo en filetes,mercadona
